Date,Close,Open,High,Low,Change,Volume
2021-07-27,18.9,18.75,19.3,18.65,1.89,250500
2021-07-26,18.55,18.4,19.5,18.4,-4.87,312300
2021-07-23,19.5,19.7,20.0,18.75,-2.5,483800
2021-07-22,20.0,20.5,20.5,19.45,-1.96,337500
2021-07-21,20.4,21.65,21.65,20.2,-5.99,337100
2021-07-20,21.7,19.25,22.0,19.25,5.08,602000
2021-07-19,20.65,20.65,21.0,20.65,-6.98,283600
2021-07-16,22.2,22.4,24.0,22.15,-5.53,311900
2021-07-15,23.5,23.25,26.0,23.25,-6.0,331300
2021-07-14,25.0,27.85,27.85,24.25,-4.03,616400
2021-07-13,26.05,26.05,26.05,25.5,6.98,400400
2021-07-12,24.35,24.35,24.35,24.35,6.8,312400
2021-07-09,22.8,22.3,22.8,22.0,6.79,419900
2021-07-08,21.35,21.5,22.55,21.35,-6.97,308400
2021-07-07,22.95,23.0,23.5,22.95,-6.9,165300
2021-07-06,24.65,26.0,26.1,24.65,-6.98,370500
2021-07-05,26.5,28.3,28.3,26.35,-6.36,300600
2021-07-02,28.3,29.7,29.7,27.7,-4.71,270500
2021-07-01,29.7,30.7,30.7,29.3,-1.98,173600
2021-06-30,30.3,31.4,31.4,30.0,-2.57,147800
2021-06-29,31.1,31.0,31.5,31.0,1.63,204100
2021-06-28,30.6,31.15,31.15,30.0,0.0,109000
2021-06-25,30.6,30.5,31.1,29.95,-2.55,224300
2021-06-24,31.4,32.3,32.3,30.5,-1.57,176600
2021-06-23,31.9,32.6,33.0,31.5,-2.0,167600
2021-06-22,32.55,33.2,33.5,32.2,-1.96,134600
2021-06-21,33.2,33.2,33.5,31.8,0.91,192000
2021-06-18,32.9,33.5,34.0,32.5,-2.66,201200
2021-06-17,33.8,35.0,35.0,33.6,-5.85,169400
2021-06-16,35.9,35.4,36.9,35.4,1.41,220600
2021-06-15,35.4,31.0,35.4,31.0,6.95,225700
2021-06-14,33.1,32.55,35.0,32.55,-5.43,174000
2021-06-11,35.0,33.4,35.9,33.4,-2.51,200300
2021-06-10,35.9,35.9,37.1,35.9,-6.99,220000
2021-06-09,38.6,38.6,41.5,38.6,-6.99,140400
2021-06-08,41.5,45.0,45.0,41.25,-5.25,43500
2021-06-07,43.8,46.0,46.4,43.8,-5.19,45200
2021-06-04,46.2,45.1,46.5,44.0,0.87,113700
2021-06-03,45.8,46.0,46.0,44.0,1.78,176800
2021-06-02,45.0,45.0,45.0,42.0,2.27,184300
2021-06-01,44.0,45.0,45.0,43.0,0.0,236200
2021-05-31,44.0,42.6,44.6,40.35,1.5,304200
2021-05-28,43.35,43.35,43.35,43.3,6.91,174200
2021-05-27,40.55,40.0,40.55,39.6,6.99,140500
2021-05-26,37.9,37.3,37.9,35.45,6.91,320600
2021-05-25,35.45,33.15,35.45,34.5,6.94,114000
2021-05-24,33.15,32.0,33.15,31.1,6.94,106100
2021-05-21,31.0,29.8,32.0,29.8,-3.13,277100
2021-05-20,32.0,32.0,32.0,32.0,-6.98,16800
2021-05-19,34.4,35.0,35.0,34.4,-6.9,32700
2021-05-18,36.95,39.05,39.05,36.35,-5.38,209700
2021-05-17,39.05,39.05,40.9,39.05,-6.91,257900
2021-05-14,41.95,44.7,44.7,39.0,0.12,247300
2021-05-13,41.9,46.1,46.1,41.7,-5.84,247700
2021-05-12,44.5,39.25,45.15,39.25,5.45,774300
2021-05-11,42.2,42.2,42.2,42.2,-6.95,47100
2021-05-10,45.35,45.35,45.35,45.35,-6.97,10700
2021-05-07,48.75,48.75,48.75,48.75,-6.97,3900
2021-05-06,52.4,52.4,52.4,52.4,-6.93,5000
2021-05-05,56.3,56.3,56.3,56.3,-6.94,3900
2021-05-04,60.5,65.0,65.0,60.5,-6.92,7800
2021-04-29,65.0,65.0,65.0,65.0,-6.88,10900
2021-04-28,69.8,75.0,75.0,69.8,-6.93,300100
2021-04-27,75.0,73.0,76.0,73.0,-1.06,234500
2021-04-26,75.8,77.0,77.0,73.9,2.57,245800
2021-04-23,73.9,72.8,73.9,67.5,1.93,367400
2021-04-22,72.5,73.0,73.0,69.7,2.98,228900
2021-04-20,70.4,68.9,70.5,68.5,5.39,282500
2021-04-19,66.8,64.0,66.8,63.0,6.88,185100
2021-04-16,62.5,60.9,63.0,60.9,2.8,129900
2021-04-15,60.8,58.8,62.5,58.8,3.4,230900
2021-04-14,58.8,59.0,59.0,56.8,3.52,176200
2021-04-13,56.8,56.0,56.9,55.5,2.34,120600
2021-04-12,55.5,54.5,55.5,53.6,1.09,180000
2021-04-09,54.9,54.9,54.9,53.1,2.04,58700
2021-04-08,53.8,52.0,54.0,51.9,3.46,83900
2021-04-07,52.0,51.7,52.0,50.7,2.56,65700
2021-04-06,50.7,50.5,51.0,49.1,1.4,94200
2021-04-05,50.0,49.3,50.0,47.6,1.42,108900
2021-04-02,49.3,49.4,50.0,47.5,2.71,60100
2021-04-01,48.0,46.5,49.2,46.0,4.35,72900
2021-03-31,46.0,45.8,46.0,44.4,2.34,61100
2021-03-30,44.95,44.5,45.0,43.2,1.7,107500
2021-03-29,44.2,43.9,44.2,43.0,1.61,148600
2021-03-26,43.5,42.8,43.5,42.0,1.16,50000
2021-03-25,43.0,43.5,44.0,42.0,1.18,98400
2021-03-24,42.5,43.5,44.0,41.0,-2.97,93400
2021-03-23,43.8,44.0,44.5,42.2,-0.23,70100
2021-03-22,43.9,43.5,44.0,42.5,0.92,63000
2021-03-19,43.5,43.0,44.4,42.0,1.16,119800
2021-03-18,43.0,44.0,44.6,42.0,3.12,133700
2021-03-17,41.7,39.0,41.7,38.5,6.92,137100
2021-03-16,39.0,38.4,39.0,37.3,2.09,55300
2021-03-15,38.2,37.7,38.2,36.0,1.87,70400
2021-03-12,37.5,37.4,37.5,36.7,0.27,18200
2021-03-11,37.4,37.0,37.9,35.9,1.08,40400
2021-03-10,37.0,36.8,37.0,35.8,0.0,17800
2021-03-09,37.0,36.5,37.0,35.7,0.0,55500
2021-03-08,37.0,37.5,38.0,35.6,1.37,47500
2021-03-05,36.5,36.0,37.0,34.3,0.27,47400
2021-03-04,36.4,35.4,36.9,34.7,2.82,40400
2021-03-03,35.4,36.8,36.9,34.9,1.43,62000
2021-03-02,34.9,33.8,34.9,33.4,1.10 (3.25 %),30000
2021-03-01,33.8,33.2,33.9,32.3,0.60 (1.81 %),30900
2021-02-26,33.2,32.75,33.5,32.75,0.45 (1.37 %),24800
2021-02-25,32.75,32.9,33.0,32.2,0.65 (2.02 %),51700
2021-02-24,32.1,32.1,32.2,31.5,0.10 (0.31 %),41700
