Date,Close,Open,High,Low,Change,Volume
2021-07-27,16.8,16.9,17.05,16.7,0.3,210300
2021-07-26,16.75,16.8,16.9,16.35,2.45,592600
2021-07-23,16.35,16.4,16.75,16.2,-0.91,255300
2021-07-22,16.5,16.1,16.6,15.95,3.45,236700
2021-07-21,15.95,16.0,16.3,15.9,0.95,150300
2021-07-20,15.8,15.65,15.85,15.3,0.96,267200
2021-07-19,15.65,15.5,16.3,15.5,-5.15,343000
2021-07-16,16.5,16.6,16.75,16.4,0.0,185900
2021-07-15,16.5,16.0,16.6,16.0,1.54,285200
2021-07-14,16.25,16.4,16.5,16.2,-0.31,199900
2021-07-13,16.3,16.05,16.5,16.05,1.56,198800
2021-07-12,16.05,16.85,16.85,15.7,-4.75,468400
2021-07-09,16.85,17.0,17.2,16.8,-1.46,384600
2021-07-08,17.1,17.4,17.45,17.05,-1.72,347900
2021-07-07,17.4,17.1,17.5,16.9,-0.57,510600
2021-07-06,17.5,17.9,18.1,17.5,-1.13,415900
2021-07-05,17.7,18.2,18.2,17.6,-2.75,657900
2021-07-02,18.2,18.55,18.7,18.2,-1.89,559300
2021-07-01,18.55,18.55,18.65,18.5,0.0,318400
2021-06-30,18.55,18.65,18.75,18.5,-0.54,173900
2021-06-29,18.65,18.55,18.95,18.55,0.27,341500
2021-06-28,18.6,18.6,18.85,18.55,-0.27,197400
2021-06-25,18.65,18.5,18.75,18.5,0.81,245500
2021-06-24,18.5,18.75,19.0,18.5,-1.33,260900
2021-06-23,18.75,18.9,19.0,18.65,-1.32,320800
2021-06-22,19.0,19.45,19.45,18.9,-1.04,455600
2021-06-21,19.2,19.2,19.6,19.1,0.26,524700
2021-06-18,19.15,18.85,19.4,18.8,1.59,851100
2021-06-17,18.85,18.65,18.95,18.55,0.27,391100
2021-06-16,18.8,18.55,19.2,18.5,0.8,597600
2021-06-15,18.65,18.75,18.9,18.4,-1.06,344400
2021-06-14,18.85,19.05,19.15,18.8,-1.57,448100
2021-06-11,19.15,19.3,19.45,19.0,-0.78,403400
2021-06-10,19.3,18.9,19.5,18.1,4.04,825300
2021-06-09,18.55,18.55,19.0,18.2,-2.62,764800
2021-06-08,19.05,19.0,19.85,19.0,-1.3,671000
2021-06-07,19.3,19.2,19.9,18.8,-2.77,956200
2021-06-04,19.85,20.3,20.3,19.5,4.47,3040000
2021-06-03,19.0,19.0,19.0,18.8,6.74,679600
2021-06-02,17.8,17.1,17.8,17.1,6.91,860200
2021-06-01,16.65,16.65,16.85,16.6,-1.19,539200
2021-05-31,16.85,16.95,17.0,16.7,-0.59,464900
2021-05-28,16.95,17.0,17.1,16.9,0.0,538700
2021-05-27,16.95,17.2,17.3,16.95,-2.02,516700
2021-05-26,17.3,17.35,17.6,17.1,-1.14,568100
2021-05-25,17.5,17.9,17.9,17.4,-2.23,441400
2021-05-24,17.9,17.3,18.0,17.3,4.07,597800
2021-05-21,17.2,16.65,17.35,16.6,3.3,476900
2021-05-20,16.65,17.0,17.1,16.6,-2.06,770300
2021-05-19,17.0,17.2,17.3,16.95,-1.73,622200
2021-05-18,17.3,17.5,17.5,17.2,-0.57,506500
2021-05-17,17.4,17.7,17.8,17.15,-1.69,659000
2021-05-14,17.7,17.9,18.1,17.7,-1.12,468400
2021-05-13,17.9,18.15,18.2,17.9,-1.92,582400
2021-05-12,18.25,18.1,18.35,17.95,0.27,444100
