Date,Close,Open,High,Low,Change,Volume
2021-07-27,28.6,29.4,29.6,28.4,-2.72,200300
2021-07-26,29.4,28.8,31.1,28.8,0.68,184700
2021-07-23,29.2,29.1,29.2,28.3,6.96,558700
2021-07-22,27.3,25.9,27.3,25.7,6.85,260700
2021-07-21,25.55,25.7,25.7,25.5,-0.58,43300
2021-07-20,25.7,25.7,25.8,25.1,1.18,44200
2021-07-19,25.4,24.6,26.0,24.1,2.83,86900
2021-07-16,24.7,24.2,25.0,24.2,0.0,34700
2021-07-15,24.7,24.8,24.8,24.1,0.82,39100
2021-07-14,24.5,24.8,24.8,24.3,-0.81,10400
2021-07-13,24.7,24.0,25.4,24.0,2.92,19800
2021-07-12,24.0,25.05,25.2,24.0,-4.95,133400
2021-07-09,25.25,24.8,25.8,24.7,-0.98,97500
2021-07-08,25.5,24.75,25.75,24.75,2.41,90300
2021-07-07,24.9,24.7,25.0,24.4,-1.19,47400
2021-07-06,25.2,25.3,25.6,25.0,-0.79,93900
2021-07-05,25.4,25.6,25.6,25.0,-3.05,113400
2021-07-02,26.2,26.8,26.8,26.0,-2.24,86900
2021-07-01,26.8,25.9,27.0,25.9,5.1,207200
2021-06-30,25.5,24.2,25.8,24.0,5.59,131600
2021-06-29,24.15,24.35,24.6,24.0,-1.43,87900
2021-06-28,24.5,24.5,24.6,24.1,-1.21,105100
2021-06-25,24.8,25.0,25.0,24.15,-1.0,78600
2021-06-24,25.05,27.0,27.0,25.0,-8.07,72400
2021-06-23,27.25,27.9,27.9,26.0,-2.5,111600
2021-06-22,27.95,27.8,28.2,27.8,0.54,151400
2021-06-21,27.8,27.9,28.4,27.7,-0.36,242200
2021-06-18,27.9,26.85,27.9,26.85,3.91,166500
2021-06-17,26.85,26.8,26.9,26.6,0.19,101900
2021-06-16,26.8,26.5,26.85,26.4,1.13,111800
2021-06-15,26.5,26.8,26.8,26.35,0.19,66400
2021-06-14,26.45,26.7,26.8,26.0,3.73,87200
2021-06-11,25.5,25.9,25.9,25.3,1.19,100000
2021-06-10,25.2,25.2,25.2,24.9,0.0,45400
2021-06-09,25.2,25.2,25.35,24.9,0.8,54900
2021-06-08,25.0,25.0,25.65,25.0,-2.53,135800
2021-06-07,25.65,25.6,26.0,25.4,0.2,74900
2021-06-04,25.6,24.0,25.6,24.0,6.67,187600
2021-06-03,24.0,23.45,24.2,23.45,2.35,110800
2021-06-02,23.45,23.45,23.6,23.4,-0.64,87100
2021-06-01,23.6,23.8,23.9,23.4,-1.26,129800
2021-05-31,23.9,24.3,24.3,23.8,-1.65,21100
2021-05-28,24.3,24.75,24.75,24.05,1.25,47500
2021-05-27,24.0,23.8,25.0,23.8,0.42,51400
2021-05-26,23.9,23.8,24.0,23.6,-0.42,111000
2021-05-25,24.0,24.2,24.4,24.0,-0.83,79200
2021-05-24,24.2,23.55,24.4,23.55,3.64,59700
2021-05-21,23.35,23.2,23.6,23.0,0.65,76300
2021-05-20,23.2,23.3,23.55,23.2,-1.69,45400
2021-05-19,23.6,23.9,24.0,23.5,0.0,86300
2021-05-18,23.6,24.2,24.9,23.5,-1.26,43800
2021-05-17,23.9,24.7,24.7,23.9,-3.04,42600
2021-05-14,24.65,25.0,25.0,24.3,0.2,23100
2021-05-13,24.6,24.0,25.0,23.8,3.36,96900
2021-05-12,23.8,23.5,23.95,23.4,1.28,47500
2021-05-11,23.5,23.4,23.55,23.2,0.43,96800
2021-05-10,23.4,23.5,23.5,23.1,-1.68,104300
2021-05-07,23.8,23.8,23.8,23.4,0.0,36800
2021-05-06,23.8,24.5,24.5,23.55,-0.83,71200
2021-05-05,24.0,24.0,24.0,23.4,0.84,129800
2021-05-04,23.8,24.4,24.4,23.6,-2.46,60400
2021-04-29,24.4,24.9,24.9,24.1,0.0,25000
2021-04-28,24.4,24.9,25.0,24.2,-0.41,139800
2021-04-27,24.5,24.5,25.4,24.5,-3.54,70700
2021-04-26,25.4,26.5,26.5,24.5,-0.39,47600
2021-04-23,25.5,25.3,25.5,24.8,0.79,105700
2021-04-22,25.3,26.3,26.35,25.25,-3.8,51900
2021-04-20,26.3,26.5,26.8,26.3,0.0,73300
2021-04-19,26.3,26.35,26.4,26.0,-0.38,39900
2021-04-16,26.4,26.75,26.9,26.0,-1.86,107200
2021-04-15,26.9,27.2,27.2,26.8,-1.1,58100
2021-04-14,27.2,26.8,27.2,26.75,1.49,52300
2021-04-13,26.8,27.2,27.25,26.75,-1.47,72300
2021-04-12,27.2,27.2,27.8,27.1,-0.37,135700
2021-04-09,27.3,26.9,27.5,26.9,1.49,76400
2021-04-08,26.9,27.2,27.5,26.8,0.56,112300
2021-04-07,26.75,27.1,27.3,26.5,-1.29,177800
2021-04-06,27.1,27.7,27.7,27.0,-2.17,135500
2021-04-05,27.7,28.5,28.5,27.3,-3.15,86400
2021-04-02,28.6,29.2,29.2,28.1,-0.69,50200
2021-04-01,28.8,28.2,28.8,28.2,2.13,89500
2021-03-31,28.2,28.2,28.3,28.0,0.0,41800
2021-03-30,28.2,27.3,28.9,27.25,3.68,224600
2021-03-29,27.2,27.85,27.85,27.15,0.0,55300
2021-03-26,27.2,27.0,27.8,26.8,-2.33,131400
2021-03-25,27.85,27.8,28.2,27.5,0.18,101100
2021-03-24,27.8,27.8,28.5,27.3,-0.71,219200
2021-03-23,28.0,27.2,28.5,27.2,2.94,217100
2021-03-22,27.2,26.8,27.4,26.8,1.3,91200
2021-03-19,26.85,27.0,27.1,26.75,-1.1,79200
2021-03-18,27.15,27.4,27.5,27.0,-0.91,66100
2021-03-17,27.4,27.2,27.7,27.2,0.74,96100
2021-03-16,27.15,27.0,27.5,26.9,-0.91,137300
2021-03-15,27.4,27.5,27.5,26.95,-0.36,68200
2021-03-12,27.5,27.3,28.0,27.3,1.85,176500
2021-03-11,27.0,26.2,27.5,26.2,3.05,333100
2021-03-10,26.2,25.7,26.3,25.7,1.95,99900
2021-03-09,25.7,26.0,26.0,25.6,-1.91,59600
2021-03-08,26.2,27.0,27.0,25.6,0.77,118400
2021-03-05,26.0,25.4,26.0,25.1,1.56,79200
2021-03-04,25.6,25.9,26.5,25.6,-2.85,120500
2021-03-03,26.35,26.8,26.8,25.5,-0.94,143000
2021-03-02,26.6,26.0,27.0,25.6,0.90 (3.50 %),316500
2021-03-01,25.7,25.3,26.0,25.3,0.70 (2.80 %),159500
2021-02-26,25.0,23.5,25.1,23.5,0.75 (3.09 %),208700
2021-02-25,24.25,25.0,25.1,24.1,-0.75 (-3.00 %),114900
2021-02-24,25.0,25.3,25.6,24.7,-0.95 (-3.66 %),227500
2021-02-23,25.95,25.8,26.5,25.7,0.15 (0.58 %),186700
2021-02-22,25.8,25.8,25.8,25.1,1.65 (6.83 %),281900
2021-02-19,24.15,22.6,24.15,22.6,1.55 (6.86 %),322400
2021-02-18,22.6,23.0,23.0,22.5,-0.30 (-1.31 %),105700
2021-02-17,22.9,23.0,23.1,22.5,0.00 (0.00 %),145700
2021-02-09,22.9,21.7,23.0,21.5,1.20 (5.53 %),49900
2021-02-08,21.7,23.3,23.2,21.7,-1.60 (-6.87 %),312100
2021-02-05,23.3,22.4,23.3,21.6,0.80 (3.56 %),153400
2021-02-04,22.5,23.4,23.4,22.5,-0.25 (-1.10 %),79100
2021-02-03,22.75,22.0,22.75,22.0,1.45 (6.81 %),87100
2021-02-02,21.3,20.75,21.3,20.2,0.55 (2.65 %),190700
2021-02-01,20.75,21.4,21.8,20.75,-1.55 (-6.95 %),112600
2021-01-29,22.3,21.0,22.3,20.9,0.40 (1.83 %),107700
2021-01-28,21.9,22.0,22.9,21.9,-1.60 (-6.81 %),198600
2021-01-27,23.5,24.8,24.8,23.1,-1.30 (-5.24 %),195300
2021-01-26,24.8,25.7,25.7,24.8,-0.90 (-3.50 %),68600
2021-01-25,25.7,25.7,25.9,25.7,0.00 (0.00 %),39900
2021-01-22,25.7,26.0,26.3,25.65,-0.25 (-0.96 %),34800
2021-01-21,25.95,25.5,25.95,25.2,0.65 (2.57 %),78500
2021-01-20,25.3,25.8,26.0,24.3,-0.50 (-1.94 %),84300
2021-01-19,25.8,26.8,27.0,25.25,-1.30 (-4.80 %),141200
2021-01-18,27.1,27.4,27.5,26.9,-0.30 (-1.09 %),137600
2021-01-15,27.4,27.5,28.1,27.2,-0.15 (-0.54 %),128800
2021-01-14,27.55,28.2,28.2,27.5,-0.65 (-2.30 %),80300
2021-01-13,28.2,28.75,28.8,28.15,-0.40 (-1.40 %),125100
2021-01-12,28.6,27.65,29.0,27.1,1.30 (4.76 %),130100
2021-01-11,27.3,27.1,27.6,27.0,0.30 (1.11 %),99100
2021-01-08,27.0,27.0,27.05,26.8,-0.05 (-0.18 %),80000
2021-01-07,27.05,27.1,27.1,26.85,0.05 (0.19 %),123900
2021-01-06,27.0,27.4,27.5,26.8,-0.40 (-1.46 %),143400
2021-01-05,27.4,27.3,27.5,26.8,0.15 (0.55 %),142500
2021-01-04,27.25,28.0,28.0,27.15,0.25 (0.93 %),83500
2020-12-31,27.0,27.1,27.4,26.95,-0.10 (-0.37 %),73270
2020-12-29,27.5,27.4,27.55,27.0,0.00 (0.00 %),101370
2020-12-28,27.5,27.9,28.0,27.5,-0.40 (-1.43 %),136330
2020-12-25,27.9,27.3,28.1,26.9,0.60 (2.20 %),97030
2020-12-24,27.3,27.5,28.0,26.95,-1.65 (-5.70 %),288420
2020-12-23,28.95,29.7,30.0,28.95,-0.75 (-2.53 %),55370
2020-12-22,29.7,29.95,29.95,28.5,1.35 (4.76 %),133480
2020-12-21,28.35,27.0,28.35,27.0,1.85 (6.98 %),529060
2020-12-18,26.5,26.6,26.8,25.9,-0.10 (-0.38 %),103880
2020-12-17,26.6,25.4,27.0,25.4,-0.40 (-1.48 %),110740
2020-12-16,27.0,27.8,27.8,27.0,-0.40 (-1.46 %),70180
2020-12-15,27.4,26.0,27.4,26.0,1.40 (5.38 %),208050
2020-12-14,26.0,25.9,26.0,25.4,0.10 (0.39 %),171250
2020-12-11,25.9,26.2,26.2,25.5,-0.30 (-1.15 %),127480
2020-12-10,26.2,27.0,27.0,26.1,-0.20 (-0.76 %),95420
2020-12-09,26.4,26.0,26.9,26.0,0.35 (1.34 %),179890
2020-12-08,26.05,26.5,26.5,26.0,-0.35 (-1.33 %),118930
2020-12-07,26.4,26.4,26.9,25.8,-0.55 (-2.04 %),215730
2020-12-04,26.95,27.3,27.3,26.9,-0.35 (-1.28 %),40560
2020-12-03,27.3,27.1,27.5,27.0,0.30 (1.11 %),146080
2020-12-02,27.0,25.65,27.4,25.65,1.35 (5.26 %),479780
2020-12-01,25.65,23.5,25.65,23.5,1.65 (6.87 %),384170
2020-11-30,24.0,24.4,24.4,23.85,-0.15 (-0.62 %),101840
2020-11-27,24.15,24.2,24.2,23.9,0.00 (0.00 %),108150
2020-11-26,24.15,23.8,24.5,23.8,0.35 (1.47 %),208900
2020-11-25,23.8,24.45,24.6,23.7,-0.60 (-2.46 %),118140
2020-11-24,24.4,23.7,24.8,23.2,1.20 (5.17 %),276450
2020-11-23,23.2,23.2,23.25,23.0,-0.05 (-0.22 %),159790
2020-11-20,23.25,23.5,23.5,22.3,-0.25 (-1.06 %),157640
2020-11-19,23.5,23.2,23.6,22.8,0.30 (1.29 %),176350
2020-11-18,23.2,22.85,24.1,22.85,0.35 (1.53 %),231390
2020-11-17,22.85,21.0,22.85,20.8,1.45 (6.78 %),274950
2020-11-16,21.4,21.65,21.7,20.7,1.10 (5.42 %),285630
2020-11-13,20.3,20.2,20.3,20.2,1.30 (6.84 %),342970
2020-11-12,19.0,17.8,19.0,17.8,1.20 (6.74 %),651560
2020-11-11,17.8,18.0,18.3,17.7,0.00 (0.00 %),138600
2020-11-10,17.8,18.1,18.1,17.8,-0.30 (-1.66 %),61810
2020-11-09,18.1,18.2,18.7,18.0,0.00 (0.00 %),68010
2020-11-06,18.1,17.5,18.2,17.5,0.70 (4.02 %),193120
2020-11-05,17.4,17.6,17.6,17.25,0.00 (0.00 %),41300
2020-11-04,17.4,17.4,17.4,17.2,0.15 (0.87 %),35880
2020-11-03,17.25,17.7,17.7,17.2,0.05 (0.29 %),16730
2020-11-02,17.2,17.9,17.9,16.75,0.45 (2.69 %),42670
2020-10-30,16.75,17.35,17.35,16.7,0.00 (0.00 %),51950
2020-10-29,16.75,17.25,17.25,16.6,0.05 (0.30 %),29460
2020-10-28,16.7,17.35,17.35,16.7,-0.30 (-1.76 %),46550
2020-10-27,17.0,17.45,17.45,16.8,0.00 (0.00 %),13500
2020-10-26,17.0,17.6,17.6,17.0,-0.40 (-2.30 %),51890
2020-10-23,17.4,17.9,17.9,16.9,0.50 (2.96 %),23970
2020-10-22,16.9,16.9,17.1,16.9,-0.20 (-1.17 %),13930
2020-10-21,17.1,17.05,17.2,17.0,-0.10 (-0.58 %),21340
2020-10-20,17.2,17.45,17.45,17.0,-0.15 (-0.86 %),54810
2020-10-19,17.35,17.5,17.5,17.15,-0.15 (-0.86 %),58270
2020-10-16,17.5,17.4,17.6,17.3,-0.10 (-0.57 %),37650
2020-10-15,17.6,18.0,18.0,17.4,-0.40 (-2.22 %),24360
2020-10-14,18.0,18.0,18.0,17.3,0.00 (0.00 %),36170
2020-10-13,18.0,18.3,18.3,17.3,-0.30 (-1.64 %),4690
2020-10-12,18.3,18.6,18.6,18.3,0.00 (0.00 %),5590
2020-10-09,18.3,17.4,18.4,17.2,1.00 (5.78 %),152440
2020-10-08,17.3,17.0,17.6,17.0,0.35 (2.06 %),86050
2020-10-07,16.95,16.95,17.0,16.9,-0.05 (-0.29 %),33570
2020-10-06,17.0,17.0,17.0,16.95,0.00 (0.00 %),37200
2020-10-05,17.0,17.2,17.2,16.9,0.00 (0.00 %),33830
2020-10-02,17.0,17.9,17.9,16.5,0.00 (0.00 %),13300
2020-10-01,17.0,16.9,17.0,16.9,0.10 (0.59 %),29460
2020-09-30,16.9,17.0,17.0,16.9,-0.10 (-0.59 %),20320
2020-09-29,17.0,17.0,17.0,16.95,-0.10 (-0.58 %),14250
2020-09-28,17.1,17.2,17.2,16.9,0.20 (1.18 %),81430
2020-09-25,16.9,17.0,17.15,16.9,-0.10 (-0.59 %),34240
2020-09-24,17.0,17.0,17.05,16.85,-0.10 (-0.58 %),7140
2020-09-23,17.1,17.0,17.1,16.6,0.10 (0.59 %),110
2020-09-22,17.0,17.1,17.1,16.9,0.00 (0.00 %),77980
2020-09-21,17.0,17.0,17.1,16.9,0.00 (0.00 %),12330
2020-09-18,17.0,17.2,17.2,16.9,0.00 (0.00 %),38610
2020-09-17,17.0,17.0,17.0,16.9,-0.05 (-0.29 %),33480
2020-09-16,17.05,17.2,17.2,17.0,0.00 (0.00 %),11240
2020-09-15,17.05,17.0,17.1,17.0,0.15 (0.89 %),34230
2020-09-14,16.9,16.8,16.9,16.8,0.10 (0.60 %),30360
2020-09-11,16.8,16.7,16.9,16.7,-0.10 (-0.59 %),16860
2020-09-10,16.9,17.0,17.0,16.7,0.10 (0.60 %),15080
2020-09-09,16.8,17.0,17.0,16.8,-0.10 (-0.59 %),9630
2020-09-08,16.9,17.2,17.2,16.8,-0.10 (-0.59 %),21930
2020-09-07,17.0,17.2,17.2,16.8,0.10 (0.59 %),1510
2020-09-04,16.9,17.0,17.0,16.9,-0.10 (-0.59 %),600
2020-09-03,17.0,17.4,17.4,16.7,0.10 (0.59 %),11810
2020-09-01,16.9,17.35,17.35,16.9,-0.10 (-0.59 %),7010
2020-08-31,17.0,17.4,17.4,17.0,0.10 (0.59 %),4750
2020-08-28,16.9,16.9,16.95,16.9,-0.10 (-0.59 %),29120
2020-08-27,17.0,17.0,17.0,16.5,0.10 (0.59 %),26510
2020-08-26,16.9,17.45,17.45,16.9,-0.25 (-1.46 %),3740
2020-08-25,17.15,17.5,17.5,17.15,0.05 (0.29 %),40
