Date,Close,Open,High,Low,Change,Volume
2021-07-26,37.5,37.0,37.5,36.6,0.81,13150
2021-07-23,37.2,37.1,37.4,33.4,0.27,139210
2021-07-22,37.1,37.0,37.3,36.5,-0.8,128907
2021-07-21,37.4,38.8,38.8,36.5,-0.27,21674
2021-07-20,37.5,36.8,39.0,36.0,1.9,30315
2021-07-19,36.8,38.0,38.3,35.1,-2.65,33204
2021-07-16,37.8,39.0,39.0,37.2,0.0,6764
2021-07-15,37.8,38.2,39.0,37.7,0.0,10824
2021-07-14,37.8,38.2,38.2,37.0,-1.82,12174
2021-07-13,38.5,38.0,39.4,36.8,4.05,73430
2021-07-12,37.0,38.0,38.0,35.1,-2.63,31847
2021-07-09,38.0,38.9,39.5,38.0,-2.56,32287
2021-07-08,39.0,39.8,39.8,38.5,0.26,750
2021-07-07,38.9,38.9,42.5,38.0,0.0,107385
2021-07-06,38.9,39.3,39.3,38.0,-2.02,51642
2021-07-05,39.7,41.0,41.0,38.8,-1.98,30790
2021-07-02,40.5,41.0,41.9,40.5,-2.64,25307
2021-07-01,41.6,41.8,42.3,40.6,-0.48,56052
2021-06-30,41.8,42.5,43.0,41.0,-1.65,33899
2021-06-29,42.5,42.0,43.5,40.4,1.19,75707
2021-06-28,42.0,41.5,44.0,41.5,1.2,71156
2021-06-25,41.5,39.6,41.5,39.6,3.75,112017
2021-06-24,40.0,40.5,40.9,39.2,-0.25,22208
2021-06-23,40.1,40.2,41.5,39.3,-0.25,51968
2021-06-22,40.2,41.0,41.9,39.2,0.0,131731
2021-06-21,40.2,42.5,42.5,39.5,-3.83,128252
2021-06-18,41.8,43.0,44.0,41.6,-1.65,79527
2021-06-17,42.5,44.6,45.8,41.7,1.92,97172
2021-06-16,41.7,42.0,43.7,39.5,-4.58,208351
2021-06-15,43.7,44.8,45.5,41.8,-2.46,251062
2021-06-14,44.8,41.8,45.9,41.8,7.18,351445
2021-06-11,41.8,39.5,42.4,39.3,6.91,204241
2021-06-10,39.1,35.1,39.1,35.1,9.83,721949
2021-06-09,35.6,34.0,37.0,33.5,0.0,197804
2021-06-08,35.6,36.0,36.0,32.6,-1.11,116761
2021-06-07,36.0,36.6,36.9,35.1,-1.64,122805
2021-06-04,36.6,35.5,36.8,35.4,3.1,187732
2021-06-03,35.5,35.0,36.0,35.0,2.31,154739
2021-06-02,34.7,33.7,35.6,33.7,1.76,104557
2021-06-01,34.1,33.5,34.4,33.5,0.29,20332
2021-05-31,34.0,34.2,34.3,33.4,-0.58,27001
2021-05-28,34.2,32.7,34.2,32.7,2.7,81636
2021-05-27,33.3,33.6,34.2,33.0,-1.19,47726
2021-05-26,33.7,34.5,34.7,32.6,-1.75,21410
2021-05-25,34.3,33.4,34.4,33.4,2.69,258479
2021-05-24,33.4,33.3,33.5,33.2,0.91,29300
2021-05-21,33.1,32.9,33.3,32.9,1.53,78500
2021-05-20,32.6,32.3,33.3,32.3,0.0,16766
2021-05-19,32.6,32.8,32.8,32.5,-1.21,16774
2021-05-18,33.0,33.0,33.2,32.8,-0.6,22651
2021-05-17,33.2,33.2,33.2,32.8,0.0,10710
2021-05-14,33.2,32.3,35.0,32.3,1.53,198166
2021-05-13,32.7,32.9,32.9,32.4,0.31,11839
2021-05-12,32.6,32.3,32.9,32.3,0.31,9420
2021-05-11,32.5,32.2,32.6,32.0,0.93,16932
2021-05-10,32.2,32.3,32.5,32.1,0.0,10286
2021-05-07,32.2,32.5,32.5,32.0,-1.23,17807
2021-05-06,32.6,33.0,33.0,32.3,-0.61,7200
2021-05-05,32.8,32.5,32.8,32.4,0.61,22114
2021-05-04,32.6,32.4,32.6,32.1,0.0,20166
2021-04-29,32.6,32.6,33.0,32.5,0.0,313400
2021-04-28,32.6,32.1,33.0,32.1,-0.91,10114
2021-04-27,32.9,32.6,32.9,32.2,-0.9,79240
2021-04-26,33.2,33.4,33.4,32.2,-0.6,8400
2021-04-23,33.4,33.7,33.7,32.6,1.21,36141
2021-04-22,33.0,33.0,33.9,32.6,0.0,75850
2021-04-20,33.0,33.3,33.8,33.0,-0.9,42971
2021-04-19,33.3,33.5,33.9,33.2,-0.6,5130
2021-04-16,33.5,34.2,34.2,33.0,-2.05,20156
2021-04-15,34.2,33.5,34.5,33.5,2.09,130455
2021-04-14,33.5,33.0,33.5,32.7,0.6,47155
2021-04-13,33.3,33.5,33.8,33.0,-1.48,71972
2021-04-12,33.8,33.8,34.0,33.4,0.0,60549
2021-04-09,33.8,32.7,35.0,32.7,2.74,84035
2021-04-08,32.9,32.7,33.0,32.6,0.61,52720
2021-04-07,32.7,32.4,32.7,32.3,0.93,40600
2021-04-06,32.4,32.7,32.8,32.4,-1.22,18260
2021-04-05,32.8,32.7,33.0,32.3,0.31,22436
2021-04-02,32.7,32.8,33.0,32.7,0.0,34117
2021-04-01,32.7,32.5,32.7,32.3,0.62,35197
2021-03-31,32.5,32.5,32.6,32.3,0.0,20710
2021-03-30,32.5,32.3,32.8,31.8,0.62,52046
2021-03-29,32.3,31.8,32.5,31.8,1.57,46367
2021-03-26,31.8,32.5,32.5,31.5,-1.24,23250
2021-03-25,32.2,32.0,32.2,31.6,0.63,35254
2021-03-24,32.0,32.4,32.4,31.6,-1.54,29824
2021-03-23,32.5,32.8,32.8,32.5,-0.31,34840
2021-03-22,32.6,33.0,33.0,32.6,-0.31,47260
2021-03-19,32.7,33.0,33.0,32.4,-1.21,84811
2021-03-18,33.1,33.1,33.2,33.0,0.0,30725
2021-03-17,33.1,33.1,33.2,32.8,0.0,36905
2021-03-16,33.1,33.2,33.2,32.8,-0.3,40469
2021-03-15,33.2,32.9,33.3,32.9,0.91,69900
2021-03-12,32.9,33.0,33.2,32.8,0.0,49638
2021-03-11,32.9,33.6,33.6,32.8,-1.2,46164
2021-03-10,33.3,33.3,33.6,32.8,0.0,55443
2021-03-09,33.3,33.3,34.0,32.9,0.0,30130
2021-03-08,33.3,33.0,33.5,33.0,0.91,74921
2021-03-05,33.0,32.9,33.0,32.5,0.3,32943
