Date,Close,Open,High,Low,Change,Volume
2021-07-26,2.9,3.0,3.0,2.8,-3.33,132310
2021-07-23,3.0,2.9,3.0,2.9,3.45,246706
2021-07-22,2.9,2.9,3.0,2.8,0.0,207400
2021-07-21,2.9,2.9,3.0,2.9,0.0,178100
2021-07-20,2.9,2.8,2.9,2.7,3.57,105920
2021-07-19,2.8,2.9,3.0,2.8,-9.68,372854
2021-07-16,3.1,3.1,3.1,2.9,0.0,487515
2021-07-15,3.1,3.0,3.1,2.9,3.33,132515
2021-07-14,3.0,3.0,3.1,2.9,0.0,284018
2021-07-13,3.0,2.8,3.0,2.8,7.14,388613
2021-07-12,2.8,3.0,3.0,2.7,-3.45,514310
2021-07-09,2.9,3.2,3.2,2.9,-6.45,235365
2021-07-08,3.1,3.0,3.1,2.9,6.9,589200
2021-07-07,2.9,3.1,3.1,2.8,-6.45,914440
2021-07-06,3.1,3.2,3.2,3.1,-3.13,259700
2021-07-05,3.2,3.2,3.3,3.1,0.0,655592
2021-07-02,3.2,3.2,3.3,3.1,0.0,649312
2021-07-01,3.2,3.3,3.4,3.2,-3.03,280610
2021-06-30,3.3,3.3,3.4,3.2,0.0,409416
2021-06-29,3.3,3.4,3.4,3.3,-2.94,233410
2021-06-28,3.4,3.4,3.5,3.3,0.0,193360
2021-06-25,3.4,3.4,3.5,3.3,3.03,165410
2021-06-24,3.3,3.4,3.5,3.3,-2.94,296250
2021-06-23,3.4,3.6,3.6,3.4,-2.86,541513
2021-06-22,3.5,3.5,3.6,3.4,2.94,616193
2021-06-18,3.4,3.4,3.5,3.3,0.0,463605
2021-06-17,3.4,3.3,3.4,3.3,3.03,289100
2021-06-16,3.3,3.3,3.4,3.3,0.0,201220
2021-06-15,3.3,3.3,3.5,3.3,-2.94,342571
2021-06-14,3.4,3.5,3.5,3.3,-2.86,334069
2021-06-11,3.5,3.3,3.5,3.3,6.06,309525
2021-06-10,3.3,3.5,3.5,3.3,-2.94,565702
2021-06-09,3.4,3.3,3.5,3.3,0.0,538958
2021-06-08,3.4,3.6,3.6,3.4,-5.56,361411
2021-06-07,3.6,3.6,3.8,3.5,0.0,776920
2021-06-04,3.6,3.5,3.7,3.4,2.86,1057423
2021-06-03,3.5,3.4,3.6,3.3,2.94,875120
2021-06-02,3.4,3.4,3.4,3.3,0.0,241440
2021-06-01,3.4,3.3,3.4,3.2,3.03,609292
2021-05-31,3.3,3.3,3.5,3.2,-2.94,608504
2021-05-28,3.4,3.2,3.4,3.2,3.03,540949
2021-05-27,3.3,3.4,3.4,3.2,-2.94,555020
2021-05-26,3.4,3.4,3.5,3.3,0.0,523610
