Date,Close,Open,High,Low,Change,Volume
2021-07-26,11.7,11.4,11.7,11.3,0.0,337900
2021-07-23,11.7,11.8,11.9,11.6,0.0,327544
2021-07-22,11.9,11.5,11.9,11.5,1.71,385386
2021-07-21,11.6,11.8,11.8,11.5,1.75,670237
2021-07-20,11.7,11.4,11.8,10.9,2.63,418504
2021-07-19,11.2,12.1,12.1,11.0,-7.44,543218
2021-07-16,12.1,12.2,12.2,12.0,0.83,438601
2021-07-15,12.1,11.7,12.2,11.6,3.42,557420
2021-07-14,11.6,11.7,12.2,11.4,0.0,742364
2021-07-13,11.7,11.0,11.9,10.0,0.86,657602
2021-07-12,11.4,12.9,12.9,11.2,-12.98,1003745
2021-07-09,12.9,13.4,13.5,12.8,-4.44,687527
2021-07-08,13.4,13.5,13.8,13.3,0.0,519249
2021-07-07,13.6,13.9,13.9,13.0,-4.9,1068958
2021-07-06,13.8,14.6,14.6,13.6,-6.12,1072492
2021-07-05,14.6,15.0,15.0,14.5,-2.67,738943
2021-07-02,15.0,15.0,15.4,14.7,1.35,1209434
2021-07-01,15.0,14.8,15.2,14.4,2.04,1617330
2021-06-30,14.5,15.0,15.0,14.4,-3.97,1280552
2021-06-29,15.0,15.1,15.2,14.9,-1.32,1149305
2021-06-28,15.1,15.1,15.5,14.9,0.0,2367355
2021-06-25,14.9,15.2,15.4,14.9,-0.67,2454000
2021-06-24,15.2,14.9,15.2,14.8,2.01,1139940
2021-06-23,15.0,15.0,15.4,14.7,0.0,1235045
2021-06-22,14.9,15.3,15.3,14.8,-2.61,1080600
2021-06-18,15.4,14.4,15.9,14.3,7.69,3590744
2021-06-17,14.4,14.5,14.5,14.1,-0.69,584610
2021-06-16,14.4,14.7,14.9,14.2,-2.04,922000
2021-06-15,14.8,14.1,15.1,14.1,5.71,3350348
2021-06-14,14.2,13.9,14.4,13.7,2.9,1394300
2021-06-11,13.9,13.7,14.0,13.6,1.46,1011070
2021-06-10,13.5,13.6,13.9,13.5,-0.74,692705
2021-06-09,13.7,13.8,13.9,13.3,-0.72,858800
2021-06-08,13.6,14.2,14.2,13.5,-4.23,1799186
2021-06-07,14.2,14.4,14.6,13.8,-0.7,2069450
2021-06-04,14.4,14.7,14.7,14.1,-1.37,1961360
2021-06-03,14.5,14.9,14.9,14.4,-2.68,3784550
2021-06-02,14.9,14.6,15.2,14.6,1.36,1451110
2021-06-01,14.7,14.3,14.9,14.2,5.0,2099459
2021-05-31,14.3,13.8,14.3,13.8,3.62,1842970
2021-05-28,14.0,13.9,14.2,13.6,0.72,1288220
2021-05-27,13.9,14.2,14.2,13.6,-2.11,961710
2021-05-26,14.2,14.4,14.5,14.0,-0.7,745260
2021-05-25,14.4,14.1,14.7,13.9,2.13,1708430
2021-05-24,14.1,14.2,14.4,13.9,1.44,571410
2021-05-21,14.2,13.9,14.6,13.4,1.43,1152898
2021-05-20,13.9,14.3,14.3,13.9,-4.14,1556022
2021-05-19,14.4,14.8,14.9,14.2,-2.04,1031200
2021-05-18,14.8,14.4,15.0,13.9,4.23,843853
2021-05-17,14.4,14.8,14.8,14.0,-3.36,1943362
2021-05-14,14.8,15.0,15.3,14.6,-3.9,1898310
2021-05-13,15.2,15.8,16.0,15.0,-3.8,2363676
2021-05-12,15.8,16.0,16.3,15.3,-4.82,2053215
2021-05-11,16.1,17.1,17.3,16.0,-1.83,2853420
2021-05-10,16.8,15.4,16.8,15.2,10.53,4010424
2021-05-07,15.5,14.6,15.7,14.3,6.16,3820967
2021-05-06,14.5,14.7,14.9,14.4,-1.36,1109691
2021-05-05,14.7,14.9,15.0,14.5,0.68,770600
2021-05-04,14.9,14.5,15.2,13.5,2.76,1226700
2021-04-29,14.5,13.8,14.9,13.8,5.84,1615740
2021-04-28,13.8,13.7,14.0,13.6,1.47,520800
2021-04-27,13.6,13.7,13.9,13.4,-2.16,601700
2021-04-26,13.5,14.5,14.5,13.5,-3.57,1211250
2021-04-23,14.5,14.2,14.7,13.0,-3.33,1988762
2021-04-22,14.3,15.5,15.6,14.3,-10.06,943660
2021-04-20,15.5,16.3,16.5,15.3,-1.9,2512905
2021-04-19,16.2,14.8,16.7,14.8,9.46,4460605
2021-04-16,14.8,15.1,15.4,14.1,-3.9,1160680
2021-04-14,15.3,15.1,15.4,14.7,1.32,1742250
2021-04-13,15.1,14.5,15.7,14.3,4.14,2294850
2021-04-12,14.5,14.9,14.9,14.4,-2.03,713600
2021-04-08,14.9,14.6,15.2,14.6,3.47,769300
2021-04-07,14.6,14.3,14.8,14.2,2.1,939460
2021-04-06,14.2,14.6,14.6,14.1,-2.07,586800
2021-04-05,14.5,14.4,14.7,14.3,0.69,608400
2021-04-02,14.4,14.4,14.7,14.3,0.7,586700
2021-04-01,14.5,14.4,14.5,14.2,2.11,531928
2021-03-31,14.4,14.0,14.5,13.8,3.6,792200
2021-03-30,14.0,14.1,14.2,13.7,0.72,525800
2021-03-29,14.1,14.0,14.2,13.7,4.44,321055
2021-03-25,14.0,14.3,14.8,13.9,-4.76,1084088
2021-03-24,14.5,15.3,15.3,14.0,-5.84,1244305
2021-03-23,15.3,15.7,15.7,14.9,-1.92,850800
2021-03-22,15.6,15.5,15.8,15.5,0.65,1383509
2021-03-19,15.5,15.3,15.7,15.2,1.31,1767834
2021-03-18,15.2,15.2,15.6,15.1,0.66,935800
2021-03-17,15.2,15.1,15.4,14.9,0.66,662300
2021-03-16,15.1,15.4,15.4,14.7,-1.95,1325310
2021-03-15,15.4,15.7,15.8,15.2,-1.28,832742
2021-03-12,15.5,15.8,15.9,15.2,0.65,1062672
2021-03-11,15.8,15.2,16.0,14.8,3.95,1439210
