Date,Close,Open,High,Low,Change,Volume
2021-07-27,9.63,9.0,9.63,9.0,7.0,1164700
2021-07-26,9.0,8.5,9.2,8.5,2.39,86900
2021-07-23,8.79,8.8,8.8,8.6,-0.11,33400
2021-07-22,8.8,8.9,8.9,8.63,-1.12,140600
2021-07-21,8.9,9.0,9.0,8.7,-1.11,52700
2021-07-20,9.0,9.0,9.1,8.7,-1.1,59700
2021-07-19,9.1,8.86,9.25,8.86,2.59,421900
2021-07-16,8.87,8.29,8.87,8.29,7.0,175300
2021-07-15,8.29,8.0,8.3,7.5,3.62,41300
2021-07-14,8.0,7.97,8.3,7.68,0.63,49700
2021-07-13,7.95,8.0,8.2,7.71,-3.99,186800
2021-07-12,8.28,8.69,8.7,8.28,-6.97,218600
2021-07-09,8.9,9.35,9.35,8.7,-1.22,215100
2021-07-08,9.01,9.0,9.01,8.6,0.11,137600
2021-07-07,9.0,8.4,9.3,8.4,1.58,84300
2021-07-06,8.86,9.99,9.99,8.85,-5.74,257700
2021-07-05,9.4,8.21,9.4,8.21,6.94,996300
2021-07-02,8.79,8.7,8.8,8.5,1.03,127500
2021-07-01,8.7,8.6,9.12,8.5,-4.61,323900
2021-06-30,9.12,9.12,9.59,9.12,-6.94,572600
2021-06-29,9.8,9.42,10.05,9.42,-2.49,370600
2021-06-28,10.05,10.05,10.05,8.8,6.8,1426500
2021-06-25,9.41,9.41,9.41,9.38,6.93,734700
2021-06-24,8.8,8.8,8.8,8.8,6.93,263900
2021-06-23,8.23,7.9,8.23,7.89,6.88,413300
2021-06-22,7.7,7.67,7.7,7.48,6.94,585700
2021-06-21,7.2,7.35,7.5,7.15,-2.04,82300
2021-06-18,7.35,7.55,7.55,7.35,-3.92,41100
2021-06-17,7.65,7.4,7.69,7.26,3.38,32100
2021-06-16,7.4,7.19,7.7,7.19,2.78,97900
2021-06-15,7.2,7.41,7.7,7.1,-5.14,85100
2021-06-14,7.59,7.7,7.7,7.46,-1.43,78900
2021-06-11,7.7,7.82,7.82,7.5,3.36,56700
2021-06-10,7.45,8.0,8.1,7.4,-4.12,292200
2021-06-09,7.77,7.6,7.8,7.56,-0.38,47900
2021-06-08,7.8,8.0,8.0,7.6,-1.27,142700
2021-06-07,7.9,7.73,8.0,7.73,2.2,326900
2021-06-04,7.73,7.7,7.8,7.65,5.89,646700
2021-06-03,7.3,7.3,7.3,7.11,1.39,315400
2021-06-02,7.2,6.8,7.3,6.71,1.41,151000
2021-06-01,7.1,7.35,7.35,7.01,-3.4,73500
2021-05-31,7.35,7.3,7.35,7.19,0.0,178600
2021-05-28,7.35,7.3,7.4,7.28,1.66,129900
2021-05-27,7.23,7.49,7.49,7.2,-3.47,25600
2021-05-26,7.49,7.3,7.6,7.0,2.6,193200
2021-05-25,7.3,7.42,7.42,7.19,-2.01,54600
2021-05-24,7.45,7.4,7.48,7.0,0.68,85200
2021-05-21,7.4,7.48,7.48,7.16,-1.07,57700
2021-05-20,7.48,7.58,7.67,7.33,-1.32,59600
2021-05-19,7.58,7.5,7.58,7.39,1.07,101500
2021-05-18,7.5,7.17,7.7,7.17,-2.6,51700
2021-05-17,7.7,7.78,7.78,7.5,-1.03,75200
2021-05-14,7.78,7.79,7.8,7.55,-2.26,167000
2021-05-13,7.96,7.97,8.05,7.8,-0.13,234600
2021-05-12,7.97,8.13,8.13,7.69,-1.97,68300
2021-05-11,8.13,8.1,8.19,7.9,1.63,127700
2021-05-10,8.0,8.0,8.2,7.75,0.0,139100
2021-05-07,8.0,7.9,8.45,7.5,1.27,862100
2021-05-06,7.9,8.09,8.09,7.6,-0.75,173500
2021-05-05,7.96,7.63,8.0,7.2,4.33,110500
2021-05-04,7.63,7.65,7.75,7.63,-6.95,359000
2021-04-29,8.2,8.2,8.3,8.0,0.0,85900
2021-04-28,8.2,8.2,8.3,8.01,4.33,618100
2021-04-27,7.86,8.3,8.3,7.3,0.51,216600
2021-04-26,7.82,7.9,8.9,7.82,-6.9,261900
2021-04-23,8.4,8.42,8.42,8.13,-0.24,122400
2021-04-22,8.42,7.88,8.43,7.88,6.85,764500
2021-04-20,7.88,8.02,8.03,7.46,-1.75,1290400
2021-04-19,8.02,8.3,8.4,8.01,-3.37,476100
2021-04-16,8.3,8.51,8.8,8.27,-6.64,896600
2021-04-15,8.89,9.0,9.0,8.41,-1.22,306200
2021-04-14,9.0,8.62,9.0,8.1,4.41,329500
2021-04-13,8.62,9.15,9.15,8.3,0.7,816500
2021-04-12,8.56,8.4,8.56,8.4,7.0,1061400
2021-04-09,8.0,7.8,8.09,7.4,0.88,209900
2021-04-08,7.93,8.3,8.3,7.8,-0.13,303400
2021-04-07,7.94,7.96,7.96,7.9,6.72,1266500
2021-04-06,7.44,7.44,7.44,7.44,6.9,525600
2021-04-05,6.96,6.51,6.96,6.51,6.91,980900
2021-04-02,6.51,6.97,6.97,6.2,-0.46,739500
2021-04-01,6.54,6.54,6.54,5.75,6.86,2159200
2021-03-31,6.12,6.12,6.12,6.12,6.99,458400
2021-03-30,5.72,5.68,5.72,5.68,6.92,546400
2021-03-29,5.35,5.0,5.35,4.93,7.0,546800
2021-03-26,5.0,5.0,5.15,4.91,-1.96,364900
2021-03-25,5.1,5.17,5.17,4.92,-1.35,261600
2021-03-24,5.17,5.0,5.25,5.0,0.0,270400
2021-03-23,5.17,5.1,5.21,5.0,6.16,673500
2021-03-22,4.87,4.56,4.87,4.5,6.8,1554900
2021-03-19,4.56,4.56,4.57,4.56,-6.94,629300
2021-03-18,4.9,4.8,4.99,4.7,0.0,470100
2021-03-17,4.9,5.1,5.1,4.86,-3.92,401500
2021-03-16,4.87,4.87,4.87,4.6,6.8,523300
2021-03-15,4.56,4.28,4.56,4.27,6.79,253300
2021-03-12,4.27,4.1,4.28,4.1,-0.93,308100
2021-03-11,4.31,4.55,4.55,4.28,-0.23,398600
