Date,Close,Open,High,Low,Change,Volume
2021-07-27,39.25,39.5,39.85,38.9,0.26,4687300
2021-07-26,39.15,39.0,40.1,38.45,1.95,6050400
2021-07-23,38.4,39.25,40.5,38.4,-2.04,6483500
2021-07-22,39.2,36.55,39.2,36.3,6.96,14906700
2021-07-21,36.65,36.8,37.1,36.6,-0.68,1709000
2021-07-20,36.9,37.5,38.2,36.65,-1.07,3284000
2021-07-19,37.3,36.6,39.5,36.5,0.95,8637800
2021-07-16,36.95,36.5,37.0,36.35,1.65,1400500
2021-07-15,36.35,36.9,36.9,36.1,-1.22,1480500
2021-07-14,36.8,36.3,37.1,35.5,1.38,2943900
2021-07-13,36.3,35.95,36.45,35.85,0.28,1547200
2021-07-12,36.2,36.6,36.7,35.1,-1.09,3714200
2021-07-09,36.6,36.8,37.05,36.45,-0.41,3217600
2021-07-08,36.75,36.7,36.9,35.9,0.14,2712000
2021-07-07,36.7,36.0,36.75,34.8,1.66,4087900
2021-07-06,36.1,36.75,37.25,36.1,-1.9,2922200
2021-07-05,36.8,37.4,37.4,36.8,-2.13,1918500
2021-07-02,37.6,37.7,37.9,37.5,-0.27,2099800
2021-07-01,37.7,37.55,37.8,37.2,0.4,2175700
2021-06-30,37.55,37.5,38.1,37.4,0.13,2263600
2021-06-29,37.5,37.15,38.1,37.15,0.94,3357100
2021-06-28,37.15,37.1,37.25,36.95,0.13,1515900
2021-06-25,37.1,36.2,37.1,36.1,2.49,2112000
2021-06-24,36.2,36.75,36.85,36.1,-1.76,1771200
2021-06-23,36.85,37.5,37.5,36.8,-1.21,1976000
2021-06-22,37.3,37.5,37.75,37.2,-0.13,1930000
2021-06-21,37.35,37.35,37.6,36.9,0.0,2181300
2021-06-18,37.35,37.0,37.9,37.0,1.22,2723300
2021-06-17,36.9,36.4,37.05,36.2,0.0,1586500
2021-06-16,36.9,36.6,37.3,36.5,0.0,2246400
2021-06-15,36.9,36.5,37.0,36.45,0.0,1810400
2021-06-14,36.9,36.8,37.1,36.75,0.27,2935200
2021-06-11,36.8,35.9,37.0,35.7,-5.4,3920600
2021-06-10,38.9,38.9,39.5,38.5,0.0,2712800
2021-06-09,38.9,38.9,39.2,38.0,0.91,3497200
2021-06-08,38.55,38.8,39.3,38.35,-0.64,5436800
2021-06-07,38.8,39.2,39.6,38.3,-0.89,4367100
2021-06-04,39.15,39.6,39.9,38.9,-1.63,4720600
2021-06-03,39.8,39.4,40.1,39.3,0.76,3257900
2021-06-02,39.5,39.4,40.0,39.2,-0.13,3754500
2021-06-01,39.55,39.7,40.2,39.0,0.25,4518700
