Date,Close,Open,High,Low,Change,Volume
2021-07-27,18.4,18.5,18.6,18.35,-0.54,848500
2021-07-26,18.5,18.5,18.55,18.35,0.54,931700
2021-07-23,18.4,18.65,18.8,18.4,-0.81,238300
2021-07-22,18.55,18.4,18.6,18.4,1.09,384000
2021-07-21,18.35,18.7,18.7,18.35,-1.34,559800
2021-07-20,18.6,18.65,18.75,18.25,-0.27,405400
2021-07-19,18.65,18.95,19.0,18.65,-2.61,282400
2021-07-16,19.15,19.25,19.45,18.95,-0.26,163400
2021-07-15,19.2,18.9,19.2,18.8,2.13,333800
2021-07-14,18.8,18.9,19.0,18.75,-0.53,165600
2021-07-13,18.9,19.0,19.1,18.7,0.0,290800
2021-07-12,18.9,19.3,19.3,18.7,-2.58,994900
2021-07-09,19.4,19.85,19.85,19.4,-2.27,340000
2021-07-08,19.85,20.0,20.0,19.85,0.0,201200
2021-07-07,19.85,20.0,20.2,19.8,-1.73,437900
2021-07-06,20.2,20.75,20.75,20.0,-1.46,404800
2021-07-05,20.5,20.75,20.85,20.35,-1.91,323400
2021-07-02,20.9,20.95,21.1,20.8,-0.24,256600
2021-07-01,20.95,20.55,21.2,20.5,2.2,478200
2021-06-30,20.5,20.6,20.6,20.5,-0.24,290800
2021-06-29,20.55,20.6,20.75,20.5,-0.24,216100
2021-06-28,20.6,20.7,20.8,20.55,-0.48,209600
2021-06-25,20.7,20.9,20.9,20.45,-0.96,297500
2021-06-24,20.9,20.9,21.2,20.7,0.0,292300
2021-06-23,20.9,21.0,21.2,20.75,-1.65,497700
2021-06-22,21.25,21.4,21.5,21.1,-0.23,492300
2021-06-21,21.3,21.3,21.45,20.7,1.67,988100
2021-06-18,20.95,20.6,21.2,20.35,1.21,588600
2021-06-17,20.7,20.5,20.8,20.3,-0.48,368200
2021-06-16,20.8,20.6,20.9,20.5,1.46,775500
2021-06-15,20.5,19.95,20.75,19.95,2.5,919900
2021-06-14,20.0,19.6,20.2,19.6,2.04,739200
