Date,Close,Open,High,Low,Change,Volume
2021-07-27,14.2,13.9,14.3,13.8,1.43,175800
2021-07-26,14.0,13.5,14.0,13.2,3.7,364122
2021-07-23,13.5,13.5,13.7,13.4,-0.74,237600
2021-07-22,13.6,13.2,13.7,13.2,2.26,270012
2021-07-21,13.3,13.1,13.4,12.9,0.76,509100
2021-07-20,13.2,12.9,13.2,12.6,1.54,259600
2021-07-19,13.0,13.3,13.3,12.8,-2.26,126900
2021-07-16,13.3,13.4,13.4,13.0,-0.75,159800
2021-07-15,13.4,12.9,13.4,12.5,3.88,462800
2021-07-14,12.9,12.9,13.0,12.5,0.0,356900
2021-07-13,12.9,13.0,13.0,12.7,-0.77,450900
2021-07-12,13.0,13.3,13.4,12.7,-2.26,131600
2021-07-09,13.3,13.2,13.3,12.9,0.76,120700
2021-07-08,13.2,13.1,13.2,12.5,0.76,238200
2021-07-07,13.1,13.3,13.3,13.0,-1.5,287700
2021-07-06,13.3,13.5,13.5,12.7,-2.21,421400
2021-07-05,13.6,13.8,13.8,13.0,-1.45,185650
2021-07-02,13.8,13.8,13.8,12.9,0.0,482030
2021-07-01,13.8,13.8,13.9,13.0,0.0,623800
2021-06-30,13.8,13.9,13.9,13.5,-1.43,39900
2021-06-29,14.0,13.9,14.1,13.6,0.0,280900
2021-06-28,14.0,14.1,14.3,13.4,-1.41,442900
2021-06-25,14.2,14.6,14.7,13.9,-3.4,418210
2021-06-24,14.7,14.8,14.8,14.2,-0.68,386900
2021-06-23,14.8,15.0,15.1,14.5,-1.99,355031
2021-06-22,15.1,14.9,15.2,14.5,0.67,848700
2021-06-21,15.0,14.8,15.0,14.8,0.67,606100
2021-06-18,14.9,14.7,15.0,14.5,0.68,793100
2021-06-17,14.8,14.7,15.0,14.5,0.0,402900
2021-06-16,14.8,15.0,15.2,14.6,-1.99,396100
2021-06-15,15.1,15.3,15.3,14.8,-1.31,462839
2021-06-14,15.3,15.3,15.4,15.1,0.66,584730
2021-06-11,15.2,14.7,15.2,14.7,3.4,802700
2021-06-10,14.7,14.4,14.8,14.4,1.38,680702
2021-06-09,14.5,14.3,14.6,13.9,1.4,589100
2021-06-08,14.3,14.0,14.5,14.0,0.0,325500
2021-06-07,14.3,14.4,14.5,14.1,-0.69,198300
2021-06-04,14.4,14.3,14.4,13.8,0.7,568400
2021-06-03,14.3,14.1,14.3,14.0,1.42,408700
2021-06-02,14.1,14.1,14.3,13.5,-0.7,406100
2021-06-01,14.2,13.9,14.2,13.5,1.43,461100
2021-05-31,14.0,13.6,14.5,13.0,2.94,556602
2021-05-28,13.6,13.6,13.6,13.0,0.0,379810
2021-05-27,13.6,13.5,13.8,13.2,0.0,379300
2021-05-26,13.6,13.8,13.9,13.2,-1.45,327310
2021-05-25,13.8,13.9,13.9,13.4,-0.72,342822
2021-05-24,13.9,13.8,13.9,13.7,0.72,221210
2021-05-21,13.8,13.9,13.9,13.4,0.0,278705
2021-05-20,13.8,14.0,14.1,13.7,-1.43,339400
2021-05-19,14.0,14.4,14.5,13.8,-2.78,417800
2021-05-18,14.4,14.6,14.7,14.3,-1.37,338305
2021-05-17,14.6,14.5,14.6,14.3,1.39,330700
2021-05-14,14.4,14.2,14.4,14.0,1.41,510900
2021-05-13,14.2,14.1,14.3,14.0,0.71,454700
2021-05-12,14.1,14.0,14.2,13.9,0.71,335300
2021-05-11,14.0,13.7,14.1,13.7,2.19,386200
2021-05-10,13.7,13.8,13.9,13.5,-0.72,248300
2021-05-07,13.8,14.0,14.0,13.4,-1.43,300300
2021-05-06,14.0,14.0,14.1,13.5,0.0,342200
2021-05-05,14.0,14.0,14.1,13.6,0.0,265500
2021-05-04,14.0,14.2,14.3,13.8,-1.41,242400
2021-04-29,14.2,14.2,14.3,13.9,0.0,358605
2021-04-28,14.2,14.3,14.3,13.9,0.0,346310
2021-04-27,14.2,14.1,14.4,14.0,0.0,303800
2021-04-26,14.2,14.2,14.6,14.0,0.0,382815
2021-04-23,14.2,14.3,14.5,14.0,-0.7,450446
2021-04-22,14.3,14.7,14.8,14.2,-2.72,290900
2021-04-20,14.7,14.6,15.0,14.5,0.68,369900
2021-04-19,14.6,14.6,14.8,14.3,0.0,296800
2021-04-16,14.6,14.5,14.7,14.3,0.69,329720
2021-04-15,14.5,14.1,14.5,14.0,3.57,481653
2021-04-14,14.0,14.5,14.6,14.0,-3.45,438100
2021-04-13,14.5,14.5,14.7,14.3,-1.36,376700
2021-04-12,14.7,14.8,14.8,14.4,-0.68,453800
2021-04-09,14.8,14.9,15.0,14.5,-0.67,369300
2021-04-08,14.9,15.0,15.1,14.5,-0.67,496800
2021-04-07,15.0,14.5,15.1,14.5,0.0,753200
2021-04-06,15.0,15.1,15.4,14.7,-1.96,525000
2021-04-05,15.3,15.4,15.5,14.8,-1.29,403601
2021-04-02,15.5,15.7,15.9,15.0,-1.27,461205
2021-04-01,15.7,15.3,15.8,15.3,3.29,513886
2021-03-31,15.2,15.0,15.2,14.8,1.33,332100
2021-03-30,15.0,15.0,15.0,14.7,0.67,425000
2021-03-29,14.9,15.0,15.0,14.7,0.0,483941
2021-03-26,14.9,15.3,15.4,14.6,-2.61,398100
2021-03-25,15.3,15.0,15.3,14.8,2.0,542440
2021-03-24,15.0,15.2,15.3,14.7,-1.32,409731
2021-03-23,15.2,15.5,15.5,15.0,-1.3,352000
2021-03-22,15.4,15.5,15.6,15.2,-0.65,584640
2021-03-19,15.5,15.6,15.7,15.2,-1.27,603100
2021-03-18,15.7,15.5,15.8,15.2,0.64,354800
2021-03-17,15.6,15.7,15.7,15.5,0.0,824000
2021-03-16,15.6,15.6,15.9,15.2,0.0,561840
2021-03-15,15.6,16.0,16.1,15.5,-2.5,461610
2021-03-12,16.0,16.2,16.3,15.6,-1.23,496200
2021-03-11,16.2,16.2,16.5,15.8,0.0,431504
2021-03-10,16.2,15.8,16.2,15.7,2.53,506029
2021-03-09,15.8,15.7,15.8,15.5,0.0,861300
2021-03-08,15.8,16.0,16.2,15.2,-1.25,589800
2021-03-05,16.0,16.0,16.0,15.6,0.63,466600
2021-03-04,15.9,16.3,16.4,15.8,-1.85,526800
2021-03-03,16.2,16.4,16.6,16.0,-1.82,834300
2021-03-02,16.5,16.5,16.8,16.2,0.00 (0.00 %),790304
2021-03-01,16.5,16.2,16.5,16.2,0.20 (1.23 %),615374
2021-02-26,16.3,16.6,16.9,16.0,-0.50 (-2.98 %),590700
2021-02-25,16.8,16.9,16.9,16.5,0.00 (0.00 %),546600
2021-02-24,16.8,17.0,17.1,16.5,-0.10 (-0.59 %),802564
2021-02-23,16.9,16.9,17.2,16.4,0.10 (0.60 %),655110
2021-02-22,16.8,17.5,17.5,16.4,-0.70 (-4.00 %),416120
2021-02-19,17.5,18.4,18.5,17.0,-0.90 (-4.89 %),392302
2021-02-18,18.4,19.1,19.2,18.4,-0.70 (-3.66 %),415600
2021-02-17,19.1,19.2,19.3,18.8,0.00 (0.00 %),436000
2021-02-09,19.1,18.9,19.3,18.9,0.20 (1.06 %),940492
2021-02-08,18.9,18.8,19.1,18.7,0.10 (0.53 %),568900
2021-02-05,18.8,18.5,19.0,18.5,0.20 (1.08 %),1260100
2021-02-04,18.6,19.2,19.6,18.6,-0.90 (-4.62 %),500500
2021-02-03,19.5,19.2,21.1,18.4,0.30 (1.56 %),591390
2021-02-02,19.2,18.8,19.4,18.7,0.30 (1.59 %),491800
2021-02-01,18.9,19.2,19.2,18.0,0.10 (0.53 %),518763
2021-01-29,18.8,18.0,19.0,18.0,0.70 (3.87 %),626700
2021-01-28,18.1,17.9,18.4,17.6,0.20 (1.12 %),370129
2021-01-27,17.9,17.3,18.1,17.1,0.50 (2.87 %),622088
2021-01-26,17.4,17.2,17.5,16.7,0.20 (1.16 %),542950
2021-01-25,17.2,17.1,17.2,16.4,0.00 (0.00 %),440192
