Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,724200,785400
2021-07-26,47,721100,818100
2021-07-23,44,905700,1146300
2021-07-22,52,918400,849500
2021-07-21,33,400300,830400
2021-07-20,47,1332500,1530500
2021-07-19,35,1107600,2085900
2021-07-16,47,692000,768000
2021-07-15,53,992200,886200
2021-07-14,40,774900,1142200
2021-07-13,41,849800,1228800
2021-07-12,39,2383500,3752500
2021-07-09,39,1450900,2302500
2021-07-08,44,974100,1220700
2021-07-07,62,2498800,1536300
2021-07-06,0,0,0
2021-07-05,50,3489500,3489500
2021-07-02,36,1561800,2719300
2021-07-01,46,2106300,2511400
2021-06-30,51,2114900,1998400
2021-06-29,47,1951000,2177700
2021-06-28,62,4206700,2604000
