Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,25,192600,563700
2021-07-26,54,540900,454400
2021-07-23,39,222400,345700
2021-07-22,43,282800,367900
2021-07-21,69,1105400,487100
2021-07-20,53,165300,145800
2021-07-19,56,446200,357500
2021-07-16,78,619200,174600
2021-07-15,68,152600,72000
2021-07-14,45,61400,74700
2021-07-13,41,42200,59600
2021-07-12,43,164000,221100
2021-07-09,76,266600,81900
2021-07-08,37,33600,56800
2021-07-07,46,56700,66600
2021-07-06,0,0,0
2021-07-05,50,294700,294700
2021-07-02,20,109300,438200
2021-07-01,28,153700,399500
2021-06-30,32,19400,40700
2021-06-29,64,217400,120100
2021-06-28,65,287400,156100
