Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,60,1240600,833100
2021-07-26,55,324000,269500
2021-07-23,30,377200,895700
2021-07-22,68,712100,340300
2021-07-21,44,269700,342000
2021-07-20,53,685900,612500
2021-07-19,36,716500,1297000
2021-07-16,47,417300,477700
2021-07-15,72,839900,320600
2021-07-14,32,300200,644800
2021-07-13,57,737600,528500
2021-07-12,37,1082000,1804100
2021-07-09,32,743700,1613200
2021-07-08,39,468100,747600
2021-07-07,42,1250700,1710200
2021-07-06,0,0,0
2021-07-05,97,3221000,104200
2021-07-02,21,308800,1175900
2021-07-01,36,1314200,2381100
2021-06-30,51,855500,812200
2021-06-29,36,1270200,2234200
2021-06-28,56,1701600,1344400
