Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,54,2095500,1772000
2021-07-26,57,2487200,1794500
2021-07-23,52,1561700,1438600
2021-07-22,64,5536400,3164400
2021-07-21,30,217100,494900
2021-07-20,59,574600,396700
2021-07-19,42,1898200,2634500
2021-07-16,50,1523000,1520100
2021-07-15,63,1957000,1166500
2021-07-14,32,947500,2047700
2021-07-13,65,2551400,1372800
2021-07-12,27,2301500,6295100
2021-07-09,31,935000,2074000
2021-07-08,34,1144800,2228900
2021-07-07,50,1551000,1520400
2021-07-06,0,0,0
2021-07-05,50,2812900,2812900
2021-07-02,36,1227900,2187000
2021-07-01,65,4497000,2453900
2021-06-30,20,785500,3095100
2021-06-29,28,949000,2454100
2021-06-28,41,1231300,1797700
