Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,47,3583600,4015800
2021-07-26,42,2827400,3873700
2021-07-23,36,1917400,3399800
2021-07-22,54,3494200,2989700
2021-07-21,37,1644400,2817300
2021-07-20,52,4818700,4384200
2021-07-19,34,3919900,7651800
2021-07-16,41,2491500,3657000
2021-07-15,53,2159800,1929900
2021-07-14,42,3487900,4772400
2021-07-13,54,6271000,5251200
2021-07-12,42,4843400,6773600
2021-07-09,34,3736600,7361000
2021-07-08,40,2985700,4432600
2021-07-07,44,4839700,6219200
2021-07-06,0,0,0
2021-07-05,50,11174800,11174800
2021-07-02,49,4023000,4184800
2021-07-01,42,5447200,7645800
2021-06-30,33,3186400,6466100
2021-06-29,39,3422200,5374200
2021-06-28,40,4692300,7118200
