Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,56,6073000,4827700
2021-07-26,51,3265900,3128900
2021-07-23,45,4730100,5764900
2021-07-22,68,7603200,3632100
2021-07-21,43,2560200,3352100
2021-07-20,49,6473300,6769500
2021-07-19,34,5823300,11536600
2021-07-16,39,3329300,5242100
2021-07-15,55,5823400,4760200
2021-07-14,51,5763200,5470700
2021-07-13,61,6515600,4242000
2021-07-12,50,9498200,9315500
2021-07-09,41,6254300,8909400
2021-07-08,37,3031000,5062300
2021-07-07,54,6824800,5905500
2021-07-06,0,0,0
2021-07-05,50,15178900,15178900
2021-07-02,48,4934100,5369600
2021-07-01,45,10437000,12606900
2021-06-30,49,6446300,6702200
2021-06-29,49,6432900,6722500
2021-06-28,50,5324200,5256000
