Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,50,15236000,15379400
2021-07-26,48,7578800,8303000
2021-07-23,57,38288600,27877200
2021-07-22,47,8238200,9135800
2021-07-21,37,5459400,9445600
2021-07-20,52,13284900,12222100
2021-07-19,36,15411400,27118900
2021-07-16,45,9135400,11304600
2021-07-15,59,16447600,11208600
2021-07-14,43,11505700,15422700
2021-07-13,52,10200200,9557800
2021-07-12,32,20462300,44104800
2021-07-09,44,18590300,23194400
2021-07-08,37,12627200,21842200
2021-07-07,63,27042500,16219900
2021-07-06,0,0,0
2021-07-05,50,53687900,53687900
2021-07-02,56,23826600,18876700
2021-07-01,50,15044300,14792900
2021-06-30,41,7167800,10437000
2021-06-29,56,21247400,15879000
2021-06-28,56,10948400,8610600
