Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,50,2828800,2837200
2021-07-26,56,3484800,2657700
2021-07-23,39,3570200,5550400
2021-07-22,60,6212300,4069100
2021-07-21,39,1634500,2543200
2021-07-20,56,4255100,3264600
2021-07-19,28,2618400,6388600
2021-07-16,48,3360600,3685800
2021-07-15,55,2991800,2450500
2021-07-14,36,2844000,4970300
2021-07-13,55,3716100,3086200
2021-07-12,33,4654000,9501900
2021-07-09,36,5880500,10532600
2021-07-08,36,3105200,5493200
2021-07-07,39,4989900,7769900
2021-07-06,0,0,0
2021-07-05,50,13504000,13504000
2021-07-02,56,9096700,7002700
2021-07-01,48,7687100,8225200
2021-06-30,34,2850400,5606400
2021-06-29,42,3240600,4504200
2021-06-28,62,9464400,5857900
