Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,74,521500,185000
2021-07-26,81,562600,134300
2021-07-23,46,313500,371000
2021-07-22,77,503000,147800
2021-07-21,64,393500,222600
2021-07-20,68,414400,195300
2021-07-19,62,456800,279700
2021-07-16,59,477400,330900
2021-07-15,39,469600,720600
2021-07-14,40,499700,752500
2021-07-13,69,437500,197200
2021-07-12,55,606400,493700
2021-07-09,60,446600,303700
2021-07-08,51,299600,287400
2021-07-07,72,703500,279000
2021-07-06,0,0,0
2021-07-05,50,480300,480300
2021-07-02,62,358200,218700
2021-07-01,56,339400,264500
2021-06-30,59,402700,278700
2021-06-29,77,552700,166900
2021-06-28,56,329200,256600
