Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,61,211600,132500
2021-07-26,67,208600,101200
2021-07-23,51,198800,190600
2021-07-22,55,271400,223900
2021-07-21,48,201200,218700
2021-07-20,42,221600,299900
2021-07-19,46,296100,343300
2021-07-16,50,222300,219400
2021-07-15,53,204800,180100
2021-07-14,40,242600,359200
2021-07-13,28,180500,442300
2021-07-12,37,559900,933200
2021-07-09,26,101000,289600
2021-07-08,33,187800,377600
2021-07-07,43,573300,765300
2021-07-06,0,0,0
2021-07-05,50,619900,619900
2021-07-02,27,209600,559900
2021-07-01,66,891900,467900
2021-06-30,25,230900,705200
2021-06-29,40,458800,691100
2021-06-28,40,328000,501400
