Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,67,394100,195000
2021-07-26,69,85100,38100
2021-07-23,64,132700,75600
2021-07-22,73,135200,49700
2021-07-21,34,22900,44500
2021-07-20,28,100500,260400
2021-07-19,50,131700,132900
2021-07-16,38,42100,70000
2021-07-15,30,40800,94600
2021-07-14,45,100100,120400
2021-07-13,43,139100,187400
2021-07-12,51,163500,159800
2021-07-09,26,85500,248300
2021-07-08,40,229000,343900
2021-07-07,78,2934500,817500
2021-07-06,0,0,0
2021-07-05,50,396100,396100
2021-07-02,56,1278000,980200
2021-07-01,88,5866000,826900
2021-06-30,75,181700,60300
2021-06-29,80,337200,85600
2021-06-28,94,2329600,138600
