Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,47,6427100,7192300
2021-07-26,48,4879800,5275800
2021-07-23,32,4069000,8485200
2021-07-22,50,3568600,3610400
2021-07-21,51,4218200,4112000
2021-07-20,56,7062900,5288200
2021-07-19,37,6876300,11912800
2021-07-16,54,9274000,7916400
2021-07-15,76,14521700,4651900
2021-07-14,39,9274500,14686000
2021-07-13,42,7995000,11195700
2021-07-12,55,12715800,10336200
2021-07-09,54,12334600,10694800
2021-07-08,44,10049600,12622500
2021-07-07,54,9624600,8227400
2021-07-06,0,0,0
2021-07-05,50,23568800,23568800
2021-07-02,48,17927400,19099800
2021-07-01,66,21563000,11350700
2021-06-30,62,10298600,6186700
2021-06-29,44,7360400,9186500
2021-06-28,46,8345900,9704500
