Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,60,355900,238900
2021-07-26,60,297500,194800
2021-07-23,53,477400,427800
2021-07-22,56,314700,239300
2021-07-21,43,78500,102500
2021-07-20,57,119300,85600
2021-07-19,45,133300,164600
2021-07-16,27,34500,92300
2021-07-15,55,81900,67400
2021-07-14,46,143400,169600
2021-07-13,55,142700,115100
2021-07-12,33,238300,485800
2021-07-09,27,91500,246300
2021-07-08,27,70400,187800
2021-07-07,50,129400,130200
2021-07-06,0,0,0
2021-07-05,50,236500,236500
2021-07-02,64,250600,139500
2021-07-01,63,256500,153800
2021-06-30,52,166500,153500
2021-06-29,45,95700,115400
2021-06-28,46,135600,158500
