Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,443100,472600
2021-07-26,38,366800,611300
2021-07-23,56,708500,558800
2021-07-22,56,976300,770100
2021-07-21,33,128800,265900
2021-07-20,55,555600,455400
2021-07-19,36,339600,594000
2021-07-16,44,640600,824400
2021-07-15,42,1134000,1541000
2021-07-14,62,1169600,725800
2021-07-13,41,333100,484700
2021-07-12,56,1640100,1213600
2021-07-09,46,1202100,1396900
2021-07-08,33,70900,142000
2021-07-07,52,170600,156800
2021-07-06,0,0,0
2021-07-05,50,351100,351100
2021-07-02,26,125700,359100
2021-07-01,41,389400,570100
2021-06-30,32,307900,647500
2021-06-29,33,275900,551600
2021-06-28,52,184400,172500
