Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,40,393600,595700
2021-07-26,56,1151400,894100
2021-07-23,59,1421100,980900
2021-07-22,61,1442900,931200
2021-07-21,41,279400,401300
2021-07-20,44,869500,1092600
2021-07-19,26,668700,1945700
2021-07-16,42,469500,636600
2021-07-15,62,828900,517900
2021-07-14,34,661700,1291200
2021-07-13,42,1067200,1451100
2021-07-12,33,1983000,4002200
2021-07-09,34,727700,1401700
2021-07-08,35,387300,727400
2021-07-07,55,1672900,1391300
2021-07-06,0,0,0
2021-07-05,50,2414700,2414700
2021-07-02,28,505900,1242100
2021-07-01,45,710500,883000
2021-06-30,33,560800,1119300
2021-06-29,28,343300,890900
2021-06-28,57,1275300,939900
