Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,44,317100,398100
2021-07-26,63,251200,150200
2021-07-23,33,191600,390000
2021-07-22,56,396500,295700
2021-07-21,41,229400,332500
2021-07-20,41,358500,509100
2021-07-19,32,496900,1073300
2021-07-16,46,205800,240500
2021-07-15,71,286900,117200
2021-07-14,39,190800,293700
2021-07-13,62,368600,228100
2021-07-12,42,575100,786700
2021-07-09,36,282400,493200
2021-07-08,53,351300,307600
2021-07-07,45,649200,807800
2021-07-06,0,0,0
2021-07-05,50,1605600,1605600
2021-07-02,46,461400,542100
2021-07-01,44,658900,823600
2021-06-30,37,359000,615900
2021-06-29,39,413300,643000
2021-06-28,47,638600,705900
