Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,49,3361100,3455600
2021-07-26,56,2054300,1525200
2021-07-23,39,2195000,3411400
2021-07-22,66,3126300,1599400
2021-07-21,56,3396500,2612900
2021-07-20,53,3833300,3447200
2021-07-19,33,2100600,4278800
2021-07-16,46,1413600,1646000
2021-07-15,51,2152600,2052700
2021-07-14,49,2629100,2699900
2021-07-13,57,1759500,1260200
2021-07-12,38,2684800,4296800
2021-07-09,40,2365100,3582600
2021-07-08,34,1318900,2552700
2021-07-07,56,3820200,2825900
2021-07-06,0,0,0
2021-07-05,50,6662800,6662800
2021-07-02,39,1176200,1838100
2021-07-01,44,1399700,1787100
2021-06-30,51,3458500,3369600
2021-06-29,43,1103800,1442100
2021-06-28,43,1277300,1708400
