Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,46,1707300,2036400
2021-07-26,42,4539800,6336300
2021-07-23,31,413000,912000
2021-07-22,59,1185800,818600
2021-07-21,40,450000,663500
2021-07-20,56,704200,560600
2021-07-19,48,1402600,1530000
2021-07-16,45,802200,973700
2021-07-15,42,407500,554500
2021-07-14,30,521100,1227000
2021-07-13,56,1378000,1052200
2021-07-12,37,2031400,3439400
2021-07-09,43,770600,1026200
2021-07-08,47,1418500,1600700
2021-07-07,41,1830900,2667600
2021-07-06,0,0,0
2021-07-05,50,4238900,4238900
2021-07-02,39,1813700,2793400
2021-07-01,30,1688100,3880700
2021-06-30,43,1466100,1947100
2021-06-29,28,1464000,3790900
2021-06-28,40,1218800,1814800
