Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,41,126600,178900
2021-07-26,40,70900,104800
2021-07-23,24,47800,148500
2021-07-22,56,276200,204600
2021-07-21,21,39700,145300
2021-07-20,42,139400,189400
2021-07-19,39,165700,254000
2021-07-16,36,47200,82600
2021-07-15,66,140500,72100
2021-07-14,55,216400,177300
2021-07-13,60,312400,206400
2021-07-12,45,467200,574700
2021-07-09,30,182700,416600
2021-07-08,38,150700,246700
2021-07-07,53,325100,293600
2021-07-06,0,0,0
2021-07-05,86,987300,165300
2021-07-02,26,167100,481800
2021-07-01,35,144800,266300
2021-06-30,30,131700,304200
2021-06-29,30,168700,401400
2021-06-28,30,188500,438900
