Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,53,3779100,3317500
2021-07-26,42,1133800,1591400
2021-07-23,43,1292500,1729900
2021-07-22,56,1505800,1123900
2021-07-21,53,2104800,1879700
2021-07-20,57,3441900,2468600
2021-07-19,36,1427300,2525800
2021-07-16,43,1016900,1361100
2021-07-15,60,1751200,1179100
2021-07-14,45,1224100,1513900
2021-07-13,52,2731500,2514300
2021-07-12,40,2692700,4047100
2021-07-09,43,1850800,2495900
2021-07-08,47,1642900,1828400
2021-07-07,46,2349000,2784600
2021-07-06,0,0,0
2021-07-05,50,9341900,9341900
2021-07-02,36,2547900,4536200
2021-07-01,54,3272800,2787500
2021-06-30,47,4297600,4832700
2021-06-29,46,15189600,17894100
2021-06-28,36,2260300,4099700
