Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,59,8558300,5993900
2021-07-26,35,4523700,8274200
2021-07-23,31,4568800,10130700
2021-07-22,64,8477100,4871000
2021-07-21,47,7782200,8692000
2021-07-20,66,10757300,5496500
2021-07-19,37,4702100,8164500
2021-07-16,42,4210800,5721500
2021-07-15,65,6861400,3715500
2021-07-14,55,6273200,5061000
2021-07-13,55,6211700,5121900
2021-07-12,51,10332100,10095700
2021-07-09,38,6311600,10319300
2021-07-08,35,5885100,11035000
2021-07-07,44,5959900,7452200
2021-07-06,0,0,0
2021-07-05,50,9882600,9882600
2021-07-02,39,4498700,7108100
2021-07-01,61,7968800,5143400
2021-06-30,56,5235900,3918900
2021-06-29,38,3958000,6393000
2021-06-28,71,12550800,5041600
