Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,38,805100,1299100
2021-07-26,42,393000,532500
2021-07-23,51,320100,311900
2021-07-22,53,251400,224300
2021-07-21,54,1018400,859100
2021-07-20,54,108300,93900
2021-07-19,40,112700,167800
2021-07-16,67,607400,293600
2021-07-15,52,399500,361900
2021-07-14,43,176500,231000
2021-07-13,73,257400,94100
2021-07-12,23,244000,828600
2021-07-09,48,468000,512500
2021-07-08,25,101700,306200
2021-07-07,53,170200,151000
2021-07-06,0,0,0
2021-07-05,50,1354000,1354000
2021-07-02,47,233200,268300
2021-07-01,40,224000,341600
2021-06-30,27,204900,560300
2021-06-29,23,84100,273900
2021-06-28,33,321900,647500
