Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,40,188800,281900
2021-07-26,43,350800,461900
2021-07-23,34,192400,365500
2021-07-22,69,685000,308100
2021-07-21,53,366700,325000
2021-07-20,49,690100,712900
2021-07-19,48,506700,557000
2021-07-16,62,526400,320100
2021-07-15,60,346200,228100
2021-07-14,50,373300,380200
2021-07-13,40,562800,841200
2021-07-12,64,757800,426200
2021-07-09,43,471400,613600
2021-07-08,42,446800,606400
2021-07-07,53,604700,534400
2021-07-06,0,0,0
2021-07-05,50,976800,976800
2021-07-02,38,505300,823600
2021-07-01,55,740900,615200
2021-06-30,34,163800,315100
2021-06-29,32,302000,656200
2021-06-28,54,626500,533400
