Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,55,847500,691200
2021-07-26,68,1066000,502800
2021-07-23,67,772400,381800
2021-07-22,68,1123600,527800
2021-07-21,53,472400,412500
2021-07-20,68,701200,337000
2021-07-19,54,369600,311500
2021-07-16,80,803900,205300
2021-07-15,65,333700,178700
2021-07-14,66,324200,167600
2021-07-13,81,483500,111700
2021-07-12,67,459700,224000
2021-07-09,67,643300,319600
2021-07-08,62,553000,335000
2021-07-07,60,511400,338500
2021-07-06,0,0,0
2021-07-05,50,1537200,1537200
2021-07-02,72,1374400,526100
2021-07-01,74,1088800,387100
2021-06-30,60,461000,304600
2021-06-29,62,648100,394600
2021-06-28,66,655500,334900
