Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,29,155800,382900
2021-07-26,50,477600,473400
2021-07-23,40,278000,409400
2021-07-22,31,315300,718400
2021-07-21,55,642800,532200
2021-07-20,59,171600,119400
2021-07-19,42,209900,290100
2021-07-16,66,362200,186900
2021-07-15,59,94600,65300
2021-07-14,50,200900,197000
2021-07-13,48,175000,186900
2021-07-12,28,137200,327900
2021-07-09,21,65800,240700
2021-07-08,56,215500,171400
2021-07-07,53,157800,138300
2021-07-06,0,0,0
2021-07-05,50,366100,366100
2021-07-02,39,83300,130300
2021-07-01,36,102600,182400
2021-06-30,43,96900,127500
2021-06-29,70,517400,221900
2021-06-28,61,141400,90900
