Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,50,1532700,1527800
2021-07-26,56,1149600,885700
2021-07-23,40,1521400,2278400
2021-07-22,63,2073500,1218000
2021-07-21,41,725300,1041200
2021-07-20,54,1533900,1323400
2021-07-19,33,1334600,2767600
2021-07-16,35,775200,1410800
2021-07-15,59,2009400,1395000
2021-07-14,51,1809700,1749100
2021-07-13,51,1939400,1850100
2021-07-12,30,1880400,4313500
2021-07-09,32,1234900,2667500
2021-07-08,40,886900,1334100
2021-07-07,44,2044500,2616500
2021-07-06,0,0,0
2021-07-05,50,4602400,4602400
2021-07-02,35,1630700,2964500
2021-07-01,39,1766700,2802900
2021-06-30,31,1029300,2261800
2021-06-29,46,2219500,2582600
2021-06-28,36,2489100,4356200
