Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,38,1190500,1975500
2021-07-26,44,743600,959800
2021-07-23,42,1607500,2230200
2021-07-22,69,2880600,1319400
2021-07-21,43,453000,612000
2021-07-20,66,1476100,767500
2021-07-19,39,843100,1322200
2021-07-16,54,599100,508600
2021-07-15,70,1472700,642000
2021-07-14,34,517100,983300
2021-07-13,53,1066700,941000
2021-07-12,33,1574800,3144500
2021-07-09,36,827800,1479100
2021-07-08,56,956700,741500
2021-07-07,63,1901700,1127800
2021-07-06,0,0,0
2021-07-05,50,4093800,4093800
2021-07-02,30,1392400,3207600
2021-07-01,39,1590700,2475400
2021-06-30,37,1662300,2800100
2021-06-29,33,1062500,2170100
2021-06-28,47,1200200,1337900
