Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,64,8182900,4636200
2021-07-26,53,3184700,2834600
2021-07-23,39,3811900,5987300
2021-07-22,59,4494800,3106400
2021-07-21,46,2825700,3308300
2021-07-20,60,5073000,3409900
2021-07-19,32,2307000,4803500
2021-07-16,44,1781700,2274500
2021-07-15,60,3171300,2124900
2021-07-14,38,1485200,2406000
2021-07-13,52,3018700,2748500
2021-07-12,41,5343000,7724900
2021-07-09,43,3615700,4708000
2021-07-08,41,2318300,3401300
2021-07-07,63,6607500,3924400
2021-07-06,0,0,0
2021-07-05,50,6436600,6436600
2021-07-02,56,5433800,4346600
2021-07-01,63,5883000,3481100
2021-06-30,34,1923100,3773000
2021-06-29,48,3016900,3222000
2021-06-28,51,3107300,3020500
