Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,32,346200,740400
2021-07-26,35,194700,364200
2021-07-23,38,151300,248700
2021-07-22,50,183700,184200
2021-07-21,28,81600,199500
2021-07-20,38,93200,149300
2021-07-19,22,187500,669200
2021-07-16,49,230800,242800
2021-07-15,37,132800,221700
2021-07-14,35,147500,269000
2021-07-13,28,72500,182100
2021-07-12,35,388100,709300
2021-07-09,34,235400,462100
2021-07-08,35,137000,252400
2021-07-07,40,194300,295100
2021-07-06,0,0,0
2021-07-05,50,803600,803600
2021-07-02,77,1538500,456700
2021-07-01,53,316400,279900
2021-06-30,26,74200,214800
2021-06-29,49,344100,356400
2021-06-28,61,292300,189200
