Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,18,90900,402700
2021-07-26,44,207700,268100
2021-07-23,37,121200,204800
2021-07-22,55,269200,222300
2021-07-21,28,127600,332400
2021-07-20,49,407700,424900
2021-07-19,40,308700,468700
2021-07-16,56,218600,172200
2021-07-15,56,244500,184200
2021-07-14,28,178200,445500
2021-07-13,48,247600,265100
2021-07-12,27,377000,994700
2021-07-09,31,267900,606900
2021-07-08,27,212800,588100
2021-07-07,53,491200,437700
2021-07-06,0,0,0
2021-07-05,50,1335500,1335500
2021-07-02,42,366900,505000
2021-07-01,33,327400,678400
2021-06-30,35,173200,319700
2021-06-29,26,132900,369600
2021-06-28,53,440900,393000
