Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,50,768600,778600
2021-07-26,62,939700,583000
2021-07-23,54,1354700,1167900
2021-07-22,55,519300,419500
2021-07-21,46,176000,206500
2021-07-20,59,324500,225200
2021-07-19,40,505300,744200
2021-07-16,35,232500,433400
2021-07-15,66,619400,315500
2021-07-14,55,515700,420200
2021-07-13,54,366800,314900
2021-07-12,34,716700,1402900
2021-07-09,38,571200,936900
2021-07-08,39,385600,607900
2021-07-07,54,724000,617000
2021-07-06,0,0,0
2021-07-05,50,1255800,1255800
2021-07-02,36,594800,1041900
2021-07-01,45,563600,689200
2021-06-30,43,436900,589300
2021-06-29,41,497200,724700
2021-06-28,60,921200,620800
