Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,63,3959500,2318900
2021-07-26,55,1560400,1269000
2021-07-23,42,1805000,2506200
2021-07-22,65,2920700,1576300
2021-07-21,43,1460800,1937700
2021-07-20,54,4860200,4179000
2021-07-19,34,3441900,6705100
2021-07-16,44,1817600,2283400
2021-07-15,57,3129700,2248800
2021-07-14,35,2153900,4021700
2021-07-13,51,2797800,2742300
2021-07-12,40,6155800,9271200
2021-07-09,44,3651200,4709100
2021-07-08,34,1918700,3780600
2021-07-07,41,4710600,6879900
2021-07-06,0,0,0
2021-07-05,50,8108400,8108400
2021-07-02,53,3093300,2710500
2021-07-01,65,6455500,3503100
2021-06-30,37,1628400,2748400
2021-06-29,52,3694800,3415200
2021-06-28,45,2193100,2714300
