Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,51,532600,502500
2021-07-26,37,269400,462700
2021-07-23,51,664700,638400
2021-07-22,49,1312200,1345400
2021-07-21,50,879700,873000
2021-07-20,55,708600,570900
2021-07-19,39,701500,1078700
2021-07-16,41,501400,715900
2021-07-15,62,699100,432600
2021-07-14,44,686300,864500
2021-07-13,50,960800,952700
2021-07-12,40,847800,1282000
2021-07-09,35,844200,1590600
2021-07-08,39,395900,627600
2021-07-07,39,977900,1511200
2021-07-06,0,0,0
2021-07-05,50,1869200,1869200
2021-07-02,61,1490100,964800
2021-07-01,65,2081200,1126000
2021-06-30,32,476600,1000000
2021-06-29,40,675300,998000
2021-06-28,54,1169800,986000
