Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,42,562300,782500
2021-07-26,54,809300,687600
2021-07-23,47,811800,909600
2021-07-22,57,762300,555600
2021-07-21,38,673100,1077900
2021-07-20,56,1140000,894200
2021-07-19,30,642900,1511900
2021-07-16,55,771500,626400
2021-07-15,40,841800,1243800
2021-07-14,40,1216500,1803300
2021-07-13,43,1416300,1881600
2021-07-12,46,1807800,2164800
2021-07-09,48,1398900,1512400
2021-07-08,39,1248000,1916800
2021-07-07,33,818900,1695700
2021-07-06,0,0,0
2021-07-05,50,3104800,3104800
2021-07-02,45,1019600,1269300
2021-07-01,43,851600,1132100
2021-06-30,38,722100,1159300
2021-06-29,38,635700,1035000
2021-06-28,46,1173900,1357700
