Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,53,6451600,5653800
2021-07-26,43,7099700,9500300
2021-07-23,36,4600800,8135100
2021-07-22,55,5782500,4779500
2021-07-21,50,6404000,6449300
2021-07-20,54,9031200,7741900
2021-07-19,35,8473600,15449700
2021-07-16,37,4205900,7166500
2021-07-15,54,9201900,7738100
2021-07-14,44,9056500,11667600
2021-07-13,45,5892800,7209700
2021-07-12,42,15275300,21119600
2021-07-09,54,21958600,18522200
2021-07-08,45,9665700,11969500
2021-07-07,60,19450500,13030200
2021-07-06,0,0,0
2021-07-05,50,26337400,26337400
2021-07-02,47,8606400,9738800
2021-07-01,49,12110900,12727200
2021-06-30,43,12382100,16306500
2021-06-29,52,9873000,9199000
2021-06-28,59,11264400,7814400
