Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,35,445200,813100
2021-07-26,64,464500,258000
2021-07-23,44,268900,340700
2021-07-22,73,1987600,737100
2021-07-21,46,218200,253500
2021-07-20,36,103700,181600
2021-07-19,50,242300,243300
2021-07-16,43,136900,179400
2021-07-15,70,193900,82400
2021-07-14,24,106200,344300
2021-07-13,35,74200,137100
2021-07-12,34,154600,293900
2021-07-09,61,812300,524000
2021-07-08,59,339300,233600
2021-07-07,40,247000,375600
2021-07-06,0,0,0
2021-07-05,50,385000,385000
2021-07-02,34,98800,194700
2021-07-01,33,100300,203700
2021-06-30,43,124700,165000
2021-06-29,22,37700,133800
2021-06-28,42,82600,113900
