Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,51,836600,793100
2021-07-26,54,522100,443000
2021-07-23,39,387200,596700
2021-07-22,62,1551200,946700
2021-07-21,44,536800,677700
2021-07-20,44,926400,1186000
2021-07-19,33,1250100,2509300
2021-07-16,19,192600,848300
2021-07-15,66,487000,255700
2021-07-14,35,217300,402800
2021-07-13,41,578200,844800
2021-07-12,24,656700,2054100
2021-07-09,34,659900,1287100
2021-07-08,32,483300,1022000
2021-07-07,34,1003500,1991200
2021-07-06,0,0,0
2021-07-05,50,2124300,2124300
2021-07-02,33,791000,1587700
2021-07-01,65,1990500,1074800
2021-06-30,40,983100,1471700
2021-06-29,28,476200,1236600
2021-06-28,47,564600,638500
