Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,50,3223200,3221200
2021-07-26,54,2950300,2492100
2021-07-23,37,940200,1579900
2021-07-22,56,1539500,1230700
2021-07-21,51,1444800,1402900
2021-07-20,46,1499300,1763300
2021-07-19,50,1841400,1812800
2021-07-16,48,1733600,1908000
2021-07-15,50,1330900,1355300
2021-07-14,42,1663200,2253100
2021-07-13,49,997200,1046000
2021-07-12,46,1612900,1925100
2021-07-09,28,1479900,3884700
2021-07-08,35,3982900,7433500
2021-07-07,56,2975800,2280500
2021-07-06,0,0,0
2021-07-05,50,2451700,2451700
2021-07-02,56,3782800,2841200
2021-07-01,56,3000300,2256100
2021-06-30,62,1852500,1119500
2021-06-29,59,2055000,1419600
2021-06-28,61,1835000,1181800
