Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,22,20400,72200
2021-07-26,44,33600,42900
2021-07-23,57,213400,156000
2021-07-22,79,140800,38500
2021-07-21,21,15700,58400
2021-07-20,56,52200,41700
2021-07-19,39,76400,119200
2021-07-16,42,48200,65800
2021-07-15,51,42400,41300
2021-07-14,68,169600,78100
2021-07-13,38,57300,93700
2021-07-12,31,222200,485400
2021-07-09,36,57900,102000
2021-07-08,30,18200,42800
2021-07-07,33,93300,186700
2021-07-06,0,0,0
2021-07-05,50,1100,1100
2021-07-02,38,47000,75500
2021-07-01,68,406700,192200
2021-06-30,45,32500,39400
2021-06-29,42,49000,67200
2021-06-28,44,42400,53400
