Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,41,2693900,3906500
2021-07-26,89,37937500,4833700
2021-07-23,38,1488100,2445000
2021-07-22,57,2798800,1985800
2021-07-21,40,1428100,2141000
2021-07-20,47,4187600,4712000
2021-07-19,31,3752300,8246500
2021-07-16,36,1186500,2094800
2021-07-15,48,2301700,2505700
2021-07-14,42,2397300,3296800
2021-07-13,52,3547900,3210700
2021-07-12,37,5541900,9568900
2021-07-09,36,4052400,7314900
2021-07-08,41,2504100,3613700
2021-07-07,40,4856100,7196600
2021-07-06,0,0,0
2021-07-05,50,13886400,13886400
2021-07-02,30,3444300,7855700
2021-07-01,35,2543400,4816000
2021-06-30,33,2221200,4508100
2021-06-29,47,3790100,4241400
2021-06-28,39,3961000,6112100
