Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,90,710100,74900
2021-07-26,84,444100,84000
2021-07-23,80,997300,254400
2021-07-22,66,745300,380700
2021-07-21,89,1062900,131400
2021-07-20,85,685800,123500
2021-07-19,89,877600,113100
2021-07-16,96,438200,16200
2021-07-15,88,961400,126900
2021-07-14,91,1376800,134300
2021-07-13,93,1144300,81400
2021-07-12,88,1060900,141500
2021-07-09,86,949000,159500
2021-07-08,94,957400,57600
2021-07-07,92,1038800,86600
2021-07-06,0,0,0
2021-07-05,50,1135500,1135500
2021-07-02,77,693300,211600
2021-07-01,94,617700,37600
2021-06-30,85,1324800,227300
2021-06-29,78,1035600,293900
2021-06-28,95,530600,28600
