Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,43,905600,1180400
2021-07-26,53,976900,874800
2021-07-23,49,1260200,1322600
2021-07-22,66,1561600,810800
2021-07-21,54,791400,672400
2021-07-20,63,1737300,1025700
2021-07-19,44,751100,957900
2021-07-16,51,785300,754200
2021-07-15,56,742700,567100
2021-07-14,45,629000,758300
2021-07-13,41,599900,856300
2021-07-12,30,879000,2025100
2021-07-09,39,891900,1375400
2021-07-08,52,911800,827400
2021-07-07,51,1153400,1125000
2021-07-06,0,0,0
2021-07-05,50,2344200,2344200
2021-07-02,54,1410200,1178000
2021-07-01,54,1329400,1124400
2021-06-30,48,901000,976500
2021-06-29,42,725200,1004000
2021-06-28,50,1461500,1464600
