Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,35,361100,664000
2021-07-26,59,729300,514400
2021-07-23,32,330400,708400
2021-07-22,71,1798200,723600
2021-07-21,42,333400,465500
2021-07-20,66,389200,201800
2021-07-19,54,584000,500300
2021-07-16,59,1025600,724400
2021-07-15,67,307200,150200
2021-07-14,34,175900,349000
2021-07-13,53,240000,215400
2021-07-12,25,313500,917500
2021-07-09,46,342500,399700
2021-07-08,32,149500,323200
2021-07-07,40,463700,690000
2021-07-06,0,0,0
2021-07-05,50,1128400,1128400
2021-07-02,43,334000,440500
2021-07-01,38,305500,507500
2021-06-30,23,156100,508400
2021-06-29,35,309300,570700
2021-06-28,41,325300,466700
