Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,53,2674700,2375800
2021-07-26,54,2306200,1939900
2021-07-23,56,3222700,2524400
2021-07-22,56,4694100,3618800
2021-07-21,56,4632000,3578500
2021-07-20,53,3745800,3330600
2021-07-19,37,3845200,6435100
2021-07-16,37,1483800,2518000
2021-07-15,62,2437800,1505300
2021-07-14,54,2145200,1795900
2021-07-13,49,1836000,1918900
2021-07-12,50,2984100,2983900
2021-07-09,34,3781600,7439900
2021-07-08,48,6411100,6903200
2021-07-07,51,3703200,3560500
2021-07-06,0,0,0
2021-07-05,50,12997300,12997300
2021-07-02,56,5984200,4537200
2021-07-01,70,9784500,4111800
2021-06-30,52,3126900,2877700
2021-06-29,55,5168300,4313500
2021-06-28,57,4149600,3033800
