Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,51,3039300,2943200
2021-07-26,42,3316400,4624800
2021-07-23,39,3158900,4992400
2021-07-22,57,4230900,3105900
2021-07-21,35,2936500,5570100
2021-07-20,55,4994600,4154100
2021-07-19,35,3788500,6892200
2021-07-16,47,3267400,3661700
2021-07-15,65,3312200,1776600
2021-07-14,41,4626300,6620200
2021-07-13,42,2928900,4054400
2021-07-12,31,5854000,13122800
2021-07-09,39,4693300,7392800
2021-07-08,45,3400500,4223400
2021-07-07,52,5438900,4952100
2021-07-06,0,0,0
2021-07-05,50,16668600,16668600
2021-07-02,39,2603700,4010600
2021-07-01,44,4281200,5407900
2021-06-30,28,2861800,7080900
2021-06-29,36,2473900,4385300
2021-06-28,60,4839100,3275700
