Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,47,254600,284600
2021-07-26,66,663700,346600
2021-07-23,54,373900,312700
2021-07-22,57,76300,54600
2021-07-21,51,21100,20300
2021-07-20,61,69200,44200
2021-07-19,31,57900,128000
2021-07-16,51,18000,17100
2021-07-15,30,31000,71800
2021-07-14,18,27800,127500
2021-07-13,55,59500,47900
2021-07-12,33,60500,122100
2021-07-09,56,106000,79000
2021-07-08,34,38400,74600
2021-07-07,46,49100,58600
2021-07-06,0,0,0
2021-07-05,50,181800,181800
2021-07-02,19,16800,72400
2021-07-01,43,45500,59500
2021-06-30,32,28900,61400
2021-06-29,44,56200,72800
2021-06-28,26,29600,86300
