Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,48,624000,678700
2021-07-26,40,629700,927100
2021-07-23,33,599700,1214400
2021-07-22,55,624800,514700
2021-07-21,39,458200,719400
2021-07-20,55,1415300,1141900
2021-07-19,30,819300,1879900
2021-07-16,34,544300,1055900
2021-07-15,61,1217900,776200
2021-07-14,35,813900,1497100
2021-07-13,48,1616600,1777400
2021-07-12,37,1184300,2031500
2021-07-09,37,1870200,3167900
2021-07-08,38,938200,1538500
2021-07-07,41,1623400,2354300
2021-07-06,0,0,0
2021-07-05,50,5862600,5862600
2021-07-02,69,5313500,2436100
2021-07-01,66,7495900,3853800
2021-06-30,32,530700,1132900
2021-06-29,49,1217800,1268800
2021-06-28,33,969700,1932600
