Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,71,306000,128000
2021-07-26,60,142400,96300
2021-07-23,42,80900,111500
2021-07-22,72,190800,73200
2021-07-21,61,297500,188100
2021-07-20,30,53500,125400
2021-07-19,7,51400,646500
2021-07-16,38,105900,170100
2021-07-15,79,397100,105600
2021-07-14,65,433500,235200
2021-07-13,53,604200,537600
2021-07-12,35,243300,443300
2021-07-09,40,67500,100700
2021-07-08,34,116900,230100
2021-07-07,25,45000,133900
2021-07-06,0,0,0
2021-07-05,50,130900,130900
2021-07-02,31,59100,133900
2021-07-01,45,162000,199900
2021-06-30,46,51300,61000
2021-06-29,47,181700,206600
2021-06-28,68,89500,41800
