Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,70,6579200,2865900
2021-07-26,73,1522700,557100
2021-07-23,83,3006200,596000
2021-07-22,60,1415800,939400
2021-07-21,65,369200,198000
2021-07-20,89,1051600,124600
2021-07-19,86,928900,151800
2021-07-16,73,2108100,789200
2021-07-15,84,1142600,214000
2021-07-14,70,1440600,616600
2021-07-13,69,895700,400700
2021-07-12,86,1038900,165200
2021-07-09,66,193600,100800
2021-07-08,71,288400,120300
2021-07-07,40,218300,322400
2021-07-06,0,0,0
2021-07-05,50,222000,222000
2021-07-02,66,211400,110500
2021-07-01,81,975800,229300
2021-06-30,50,70000,70500
2021-06-29,84,794100,153100
2021-06-28,71,898100,359400
