Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,45,958200,1149200
2021-07-26,43,576700,777600
2021-07-23,42,630000,877800
2021-07-22,42,1003500,1359800
2021-07-21,37,537200,929000
2021-07-20,53,1247400,1106800
2021-07-19,35,1185100,2154300
2021-07-16,32,651400,1407000
2021-07-15,39,585600,906300
2021-07-14,48,2207600,2414000
2021-07-13,48,1674600,1801900
2021-07-12,40,1302100,1985400
2021-07-09,32,805400,1712900
2021-07-08,53,1004100,886400
2021-07-07,50,1576800,1584400
2021-07-06,0,0,0
2021-07-05,50,3913600,3913600
2021-07-02,38,1278200,2108900
2021-07-01,39,1086900,1717400
2021-06-30,34,607300,1157800
2021-06-29,48,1254300,1342900
2021-06-28,43,1136500,1528900
