Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,51,65300,62800
2021-07-26,37,31400,53200
2021-07-23,28,62200,153300
2021-07-22,51,161300,155000
2021-07-21,47,63400,72900
2021-07-20,42,63900,87100
2021-07-19,56,164100,123800
2021-07-16,45,45500,56500
2021-07-15,48,134300,143900
2021-07-14,32,65300,139700
2021-07-13,42,71200,98700
2021-07-12,44,214400,269200
2021-07-09,45,274900,331700
2021-07-08,57,240700,176800
2021-07-07,48,154200,164800
2021-07-06,0,0,0
2021-07-05,50,393100,393100
2021-07-02,24,69400,219500
2021-07-01,43,107200,139700
2021-06-30,39,70800,110000
2021-06-29,30,105300,250400
2021-06-28,52,270000,251500
