Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,37,857600,1449000
2021-07-26,45,1112400,1376200
2021-07-23,46,1085200,1258700
2021-07-22,63,2278100,1354000
2021-07-21,40,1036600,1558200
2021-07-20,49,1368000,1426100
2021-07-19,31,1440700,3226000
2021-07-16,34,511500,991600
2021-07-15,62,1403800,873600
2021-07-14,41,1205200,1740400
2021-07-13,53,1686700,1496400
2021-07-12,40,2375800,3600900
2021-07-09,42,1333600,1804600
2021-07-08,44,1024700,1328800
2021-07-07,43,2368000,3107100
2021-07-06,0,0,0
2021-07-05,50,5366000,5366000
2021-07-02,42,1437300,2021900
2021-07-01,46,2224500,2565000
2021-06-30,53,3231800,2881700
2021-06-29,37,1223100,2068000
2021-06-28,36,1354900,2441900
