Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,41,2115200,3084700
2021-07-26,67,2973500,1448400
2021-07-23,49,1825200,1902200
2021-07-22,63,4686100,2771100
2021-07-21,39,597300,919000
2021-07-20,46,595900,699000
2021-07-19,62,2278800,1371100
2021-07-16,49,674500,692800
2021-07-15,52,794700,724100
2021-07-14,34,371800,730200
2021-07-13,44,857300,1092000
2021-07-12,33,814300,1653600
2021-07-09,35,686400,1251100
2021-07-08,46,839600,989200
2021-07-07,43,1205900,1619200
2021-07-06,0,0,0
2021-07-05,50,1937100,1937100
2021-07-02,53,977300,854800
2021-07-01,34,817800,1582400
2021-06-30,50,1170200,1181800
2021-06-29,47,865900,976900
2021-06-28,44,1128500,1439300
