Date,BuyVolRatio,BuyVol,SellVol
2021-07-27,35,117000,220500
2021-07-26,52,199200,186900
2021-07-23,51,455000,431400
2021-07-22,56,348600,269600
2021-07-21,51,126800,124200
2021-07-20,50,203500,207200
2021-07-19,25,173600,534400
2021-07-16,55,255900,212800
2021-07-15,53,196600,172800
2021-07-14,38,180700,300000
2021-07-13,45,241100,296700
2021-07-12,40,495800,743100
2021-07-09,33,170000,341700
2021-07-08,43,197200,266600
2021-07-07,49,413600,437600
2021-07-06,0,0,0
2021-07-05,50,1485100,1485100
2021-07-02,35,358300,651600
2021-07-01,44,508800,655500
2021-06-30,35,339900,618700
2021-06-29,31,219700,483700
2021-06-28,39,300200,473400
